timestamp;[Time factor add heat][][43081];
2025-11-02T02:32:35+00:00;226.5;
2025-11-02T02:42:35+00:00;226.6;
2025-11-02T02:51:53+00:00;226.7;
2025-11-02T10:33:00+00:00;226.7;
2025-11-10T08:08:00+00:00;226.7;
Wed Nov 12 2025 09:23:49 GMT+0100 (Central European Standard Time);226.7;
