timestamp;[Value air veloc­ity sensor (BS1)][][42782];
2025-11-02T17:26:54+00:00;202.4;
2025-11-02T17:42:57+00:00;207.4;
2025-11-02T17:56:08+00:00;207.4;
2025-11-02T17:56:09+00:00;212.5;
2025-11-02T18:10:51+00:00;203.1;
2025-11-02T18:31:46+00:00;203.1;
2025-11-02T18:40:54+00:00;203.1;
2025-11-02T18:40:55+00:00;209.1;
2025-11-02T18:59:19+00:00;206.1;
2025-11-02T19:07:03+00:00;208.1;
2025-11-02T19:27:54+00:00;208.0;
2025-11-02T19:47:37+00:00;204.1;
2025-11-02T19:53:38+00:00;207.1;
2025-11-02T20:17:18+00:00;204.1;
2025-11-02T20:27:45+00:00;208.0;
2025-11-02T20:44:47+00:00;208.0;
2025-11-02T20:52:35+00:00;205.0;
2025-11-02T21:11:42+00:00;207.9;
2025-11-02T21:25:07+00:00;204.9;
2025-11-02T21:38:37+00:00;208.0;
2025-11-02T21:52:54+00:00;205.1;
2025-11-02T22:00:39+00:00;208.1;
2025-11-02T22:14:28+00:00;210.4;
2025-11-02T22:45:16+00:00;208.1;
2025-11-02T22:53:37+00:00;213.1;
2025-11-02T23:06:26+00:00;209.8;
2025-11-02T23:28:30+00:00;212.0;
2025-11-02T23:38:38+00:00;210.0;
2025-11-03T00:02:29+00:00;213.0;
2025-11-03T00:18:36+00:00;213.0;
2025-11-03T00:28:04+00:00;210.0;
2025-11-03T00:52:20+00:00;209.0;
2025-11-03T01:07:42+00:00;213.1;
2025-11-03T01:18:52+00:00;209.1;
2025-11-03T01:30:00+00:00;212.0;
2025-11-03T01:46:43+00:00;213.0;
2025-11-03T02:10:16+00:00;209.0;
2025-11-03T02:20:00+00:00;209.0;
2025-11-03T02:44:16+00:00;213.0;
2025-11-03T03:03:10+00:00;213.8;
2025-11-03T03:17:03+00:00;210.8;
2025-11-03T03:39:29+00:00;211.8;
2025-11-03T03:46:38+00:00;208.8;
2025-11-03T03:56:03+00:00;210.7;
2025-11-03T04:15:34+00:00;204.7;
2025-11-03T04:25:32+00:00;209.7;
2025-11-03T04:43:06+00:00;212.7;
2025-11-03T04:57:55+00:00;209.8;
2025-11-03T05:16:27+00:00;213.0;
2025-11-03T05:28:26+00:00;213.1;
2025-11-03T05:40:55+00:00;206.1;
2025-11-03T06:12:30+00:00;205.1;
2025-11-03T06:24:19+00:00;208.0;
2025-11-03T06:31:33+00:00;205.1;
2025-11-03T06:52:24+00:00;207.2;
2025-11-03T07:09:57+00:00;204.1;
2025-11-03T07:19:13+00:00;207.1;
2025-11-03T07:38:58+00:00;203.4;
2025-11-03T08:04:02+00:00;207.4;
2025-11-03T08:16:22+00:00;205.4;
2025-11-03T08:19:54+00:00;207.4;
2025-11-03T08:35:13+00:00;206.5;
2025-11-03T08:53:36+00:00;208.5;
2025-11-03T09:13:34+00:00;206.5;
2025-11-03T09:52:24+00:00;206.5;
2025-11-03T10:04:38+00:00;209.7;
2025-11-03T10:31:32+00:00;205.6;
2025-11-03T10:39:27+00:00;210.6;
2025-11-03T11:00:02+00:00;208.3;
2025-11-03T11:13:04+00:00;208.3;
2025-11-03T11:22:10+00:00;212.3;
2025-11-03T11:33:11+00:00;210.3;
2025-11-03T11:44:44+00:00;213.6;
2025-11-03T12:14:16+00:00;215.7;
2025-11-03T12:35:20+00:00;209.6;
2025-11-03T12:42:30+00:00;211.6;
2025-11-03T12:59:45+00:00;206.6;
2025-11-03T13:07:55+00:00;208.5;
2025-11-03T13:24:57+00:00;206.5;
2025-11-03T13:52:23+00:00;206.5;
2025-11-03T14:01:58+00:00;206.5;
2025-11-03T14:01:59+00:00;213.5;
2025-11-03T14:17:18+00:00;207.5;
2025-11-03T14:35:10+00:00;210.7;
2025-11-03T15:06:13+00:00;205.7;
2025-11-03T15:18:36+00:00;198.8;
2025-11-03T15:25:58+00:00;198.8;
2025-11-03T15:25:59+00:00;206.0;
2025-11-03T15:56:41+00:00;203.1;
2025-11-03T16:06:40+00:00;201.0;
2025-11-03T16:34:51+00:00;201.0;
2025-11-03T16:34:52+00:00;213.2;
2025-11-03T16:43:27+00:00;204.1;
2025-11-03T16:51:34+00:00;208.1;
2025-11-03T17:10:29+00:00;210.1;
2025-11-03T17:28:30+00:00;204.2;
2025-11-03T17:49:55+00:00;206.4;
2025-11-03T18:17:26+00:00;206.4;
2025-11-03T18:19:48+00:00;204.4;
2025-11-03T18:52:30+00:00;204.4;
2025-11-03T18:52:31+00:00;210.6;
2025-11-03T19:03:10+00:00;202.6;
2025-11-03T19:10:30+00:00;202.6;
2025-11-03T19:10:31+00:00;209.9;
2025-11-03T19:32:54+00:00;207.9;
2025-11-03T19:49:39+00:00;211.0;
2025-11-03T19:59:46+00:00;209.0;
2025-11-03T20:11:27+00:00;213.1;
2025-11-03T20:38:25+00:00;211.1;
2025-11-03T20:53:49+00:00;210.1;
2025-11-03T21:18:16+00:00;213.1;
2025-11-03T21:33:49+00:00;213.1;
2025-11-03T21:45:26+00:00;209.1;
2025-11-03T21:57:06+00:00;206.1;
2025-11-03T22:06:21+00:00;208.1;
2025-11-03T22:28:50+00:00;205.1;
2025-11-03T22:32:07+00:00;209.1;
2025-11-03T22:53:00+00:00;208.1;
2025-11-03T23:08:21+00:00;213.1;
2025-11-03T23:29:23+00:00;209.2;
2025-11-03T23:41:48+00:00;212.2;
2025-11-03T23:55:43+00:00;210.2;
2025-11-04T00:16:18+00:00;210.1;
2025-11-04T00:25:24+00:00;213.1;
2025-11-04T00:43:34+00:00;210.1;
2025-11-04T00:59:53+00:00;213.1;
2025-11-04T01:07:06+00:00;211.2;
2025-11-04T01:14:49+00:00;213.2;
2025-11-04T01:35:05+00:00;207.1;
2025-11-04T02:00:33+00:00;207.0;
2025-11-04T02:15:24+00:00;212.0;
2025-11-04T02:24:09+00:00;209.0;
2025-11-04T02:38:46+00:00;214.0;
2025-11-04T03:05:47+00:00;213.0;
2025-11-04T03:14:45+00:00;209.0;
2025-11-04T03:30:06+00:00;212.0;
2025-11-04T04:03:15+00:00;209.9;
2025-11-04T04:12:50+00:00;204.9;
2025-11-04T04:18:41+00:00;208.9;
2025-11-04T04:43:55+00:00;209.6;
2025-11-04T04:48:30+00:00;212.6;
2025-11-04T05:08:27+00:00;208.7;
2025-11-04T05:21:57+00:00;211.7;
2025-11-04T05:38:38+00:00;212.7;
2025-11-04T06:04:37+00:00;209.7;
2025-11-04T06:26:01+00:00;213.6;
2025-11-04T06:41:28+00:00;205.5;
2025-11-04T06:47:37+00:00;208.5;
2025-11-04T07:04:43+00:00;204.5;
2025-11-04T07:10:58+00:00;206.5;
2025-11-04T07:28:47+00:00;203.4;
2025-11-04T07:37:26+00:00;207.4;
2025-11-04T07:47:59+00:00;205.4;
2025-11-04T08:12:36+00:00;205.4;
2025-11-04T08:17:26+00:00;205.4;
2025-11-04T08:17:27+00:00;211.5;
2025-11-04T08:44:52+00:00;207.5;
2025-11-04T08:48:45+00:00;209.5;
2025-11-04T09:25:01+00:00;209.5;
2025-11-04T09:25:02+00:00;214.8;
2025-11-04T09:38:27+00:00;212.0;
2025-11-04T09:56:57+00:00;212.0;
2025-11-04T10:08:19+00:00;216.0;
2025-11-04T10:23:10+00:00;215.0;
2025-11-04T10:48:47+00:00;203.9;
2025-11-04T10:57:01+00:00;208.0;
2025-11-04T11:14:20+00:00;209.0;
2025-11-04T11:38:57+00:00;204.9;
2025-11-04T11:53:56+00:00;208.0;
2025-11-04T12:04:10+00:00;205.0;
2025-11-04T12:29:00+00:00;208.0;
2025-11-04T12:47:08+00:00;205.9;
2025-11-04T13:08:59+00:00;205.9;
2025-11-04T13:09:00+00:00;212.0;
2025-11-04T13:21:29+00:00;210.0;
2025-11-04T13:35:48+00:00;210.0;
2025-11-04T13:35:49+00:00;215.1;
2025-11-04T13:51:09+00:00;209.1;
2025-11-04T13:54:58+00:00;205.9;
2025-11-04T14:21:10+00:00;205.9;
2025-11-04T14:21:11+00:00;212.6;
2025-11-04T14:40:41+00:00;205.5;
2025-11-04T14:45:57+00:00;207.6;
2025-11-04T15:05:47+00:00;208.5;
2025-11-04T15:27:00+00:00;202.7;
2025-11-04T15:33:05+00:00;206.7;
2025-11-04T16:05:49+00:00;204.6;
2025-11-04T16:12:22+00:00;208.7;
2025-11-04T16:41:18+00:00;206.5;
2025-11-04T17:06:12+00:00;207.2;
2025-11-04T17:11:29+00:00;207.2;
2025-11-04T17:11:30+00:00;216.3;
2025-11-04T17:26:57+00:00;208.8;
2025-11-04T17:57:13+00:00;205.6;
2025-11-04T18:12:00+00:00;208.7;
2025-11-04T18:36:54+00:00;210.7;
2025-11-04T18:56:37+00:00;202.6;
2025-11-04T19:05:08+00:00;202.6;
2025-11-04T19:05:09+00:00;208.6;
2025-11-04T19:23:04+00:00;204.5;
2025-11-04T19:37:02+00:00;208.5;
2025-11-04T19:47:08+00:00;203.4;
2025-11-04T20:01:24+00:00;207.4;
2025-11-04T20:18:00+00:00;205.4;
2025-11-04T20:32:12+00:00;207.4;
2025-11-04T20:53:18+00:00;205.2;
2025-11-04T21:09:36+00:00;207.2;
2025-11-04T21:40:07+00:00;207.6;
2025-11-04T21:52:47+00:00;205.6;
2025-11-04T22:13:32+00:00;206.5;
2025-11-04T22:30:49+00:00;206.5;
2025-11-04T22:30:50+00:00;214.7;
2025-11-04T22:38:48+00:00;208.7;
2025-11-04T23:03:57+00:00;205.7;
2025-11-04T23:18:51+00:00;207.9;
2025-11-04T23:37:47+00:00;206.0;
2025-11-04T23:49:40+00:00;208.0;
2025-11-05T00:03:34+00:00;205.9;
2025-11-05T00:13:08+00:00;205.9;
2025-11-05T00:13:09+00:00;211.0;
2025-11-05T00:39:12+00:00;214.0;
2025-11-05T00:48:22+00:00;212.0;
2025-11-05T01:04:14+00:00;213.0;
2025-11-05T01:25:25+00:00;210.0;
2025-11-05T01:34:20+00:00;209.0;
2025-11-05T01:45:02+00:00;213.2;
2025-11-05T02:14:16+00:00;210.5;
2025-11-05T02:30:32+00:00;213.6;
2025-11-05T02:55:34+00:00;206.5;
2025-11-05T03:02:05+00:00;208.5;
2025-11-05T03:12:58+00:00;206.6;
2025-11-05T03:35:27+00:00;209.6;
2025-11-05T03:45:46+00:00;207.6;
2025-11-05T04:08:27+00:00;207.5;
2025-11-05T04:15:54+00:00;210.5;
2025-11-05T04:40:45+00:00;210.7;
2025-11-05T04:46:48+00:00;207.7;
2025-11-05T05:06:05+00:00;209.7;
2025-11-05T05:22:11+00:00;207.7;
2025-11-05T05:46:59+00:00;210.7;
2025-11-05T05:56:42+00:00;205.7;
2025-11-05T06:16:06+00:00;209.5;
2025-11-05T06:29:18+00:00;207.5;
2025-11-05T06:54:12+00:00;209.6;
2025-11-05T07:07:53+00:00;205.6;
2025-11-05T07:12:28+00:00;208.6;
2025-11-05T07:32:24+00:00;206.6;
2025-11-05T07:56:55+00:00;205.7;
2025-11-05T08:02:38+00:00;208.7;
2025-11-05T08:22:02+00:00;205.6;
2025-11-05T08:47:11+00:00;209.6;
2025-11-05T08:51:53+00:00;206.6;
2025-11-05T09:24:16+00:00;207.5;
2025-11-05T09:27:36+00:00;204.4;
2025-11-05T09:42:48+00:00;208.2;
2025-11-05T10:03:33+00:00;205.2;
2025-11-05T10:17:27+00:00;209.2;
2025-11-05T10:45:21+00:00;205.0;
2025-11-05T11:03:38+00:00;208.0;
2025-11-05T11:05:13+00:00;205.0;
2025-11-05T11:16:02+00:00;207.1;
2025-11-05T11:47:13+00:00;205.1;
2025-11-05T11:53:22+00:00;208.1;
2025-11-05T12:07:10+00:00;205.2;
2025-11-05T12:20:01+00:00;204.2;
2025-11-05T12:29:24+00:00;207.2;
2025-11-05T12:43:47+00:00;205.1;
2025-11-05T12:56:33+00:00;207.1;
2025-11-05T13:11:41+00:00;206.1;
2025-11-05T13:34:25+00:00;205.1;
2025-11-05T13:59:20+00:00;205.0;
2025-11-05T14:05:04+00:00;205.0;
2025-11-05T14:05:05+00:00;214.2;
2025-11-05T14:29:23+00:00;212.3;
2025-11-05T14:53:25+00:00;204.2;
2025-11-05T14:58:26+00:00;204.2;
2025-11-05T14:58:27+00:00;211.2;
2025-11-05T15:18:19+00:00;205.2;
2025-11-05T15:39:44+00:00;208.2;
2025-11-05T15:54:55+00:00;206.2;
2025-11-05T16:03:38+00:00;208.2;
2025-11-05T16:26:10+00:00;202.3;
2025-11-05T16:40:55+00:00;202.3;
2025-11-05T17:04:02+00:00;202.3;
2025-11-05T17:04:03+00:00;209.5;
2025-11-05T17:10:04+00:00;205.5;
2025-11-05T17:37:14+00:00;204.4;
2025-11-05T17:44:45+00:00;204.4;
2025-11-05T17:44:46+00:00;209.5;
2025-11-05T18:09:21+00:00;204.5;
2025-11-05T18:31:00+00:00;207.4;
2025-11-05T18:45:57+00:00;204.7;
2025-11-05T19:08:57+00:00;208.7;
2025-11-05T19:21:28+00:00;204.7;
2025-11-05T19:37:45+00:00;206.9;
2025-11-05T19:55:17+00:00;207.9;
2025-11-05T20:18:14+00:00;203.9;
2025-11-05T20:26:45+00:00;205.9;
2025-11-05T20:41:49+00:00;201.9;
2025-11-05T20:59:50+00:00;204.9;
2025-11-05T21:17:28+00:00;201.9;
2025-11-05T21:35:11+00:00;206.0;
2025-11-05T21:46:53+00:00;202.0;
2025-11-05T22:02:07+00:00;202.0;
2025-11-05T22:02:08+00:00;207.1;
2025-11-05T22:18:20+00:00;205.1;
2025-11-05T22:37:48+00:00;208.1;
2025-11-05T22:51:41+00:00;205.1;
2025-11-05T23:07:43+00:00;204.1;
2025-11-05T23:16:12+00:00;204.1;
2025-11-05T23:16:13+00:00;210.1;
2025-11-05T23:40:22+00:00;209.1;
2025-11-06T00:01:41+00:00;214.1;
2025-11-06T00:18:39+00:00;212.2;
2025-11-06T00:28:36+00:00;208.2;
2025-11-06T00:44:18+00:00;208.0;
2025-11-06T00:58:55+00:00;190.9;
2025-11-06T01:08:17+00:00;190.9;
2025-11-06T01:08:18+00:00;209.6;
2025-11-06T01:23:10+00:00;206.4;
2025-11-06T01:54:52+00:00;208.5;
2025-11-06T02:03:57+00:00;204.5;
2025-11-06T02:19:01+00:00;206.6;
2025-11-06T02:45:12+00:00;206.6;
2025-11-06T02:59:51+00:00;204.6;
2025-11-06T03:12:46+00:00;204.6;
2025-11-06T03:12:47+00:00;213.7;
2025-11-06T03:18:42+00:00;209.7;
2025-11-06T03:48:15+00:00;208.8;
2025-11-06T04:00:05+00:00;210.8;
2025-11-06T04:11:02+00:00;206.6;
2025-11-06T04:18:19+00:00;210.5;
2025-11-06T04:32:00+00:00;211.5;
2025-11-06T04:48:16+00:00;206.5;
2025-11-06T05:07:09+00:00;207.5;
2025-11-06T05:23:06+00:00;205.5;
2025-11-06T05:43:13+00:00;204.5;
2025-11-06T05:54:01+00:00;206.5;
2025-11-06T06:27:20+00:00;204.4;
2025-11-06T06:31:24+00:00;206.4;
2025-11-06T06:54:42+00:00;206.4;
2025-11-06T07:03:39+00:00;203.4;
2025-11-06T07:18:25+00:00;206.4;
2025-11-06T07:31:24+00:00;203.4;
2025-11-06T07:39:16+00:00;205.4;
2025-11-06T07:55:51+00:00;203.4;
2025-11-06T08:26:54+00:00;203.4;
2025-11-06T08:36:35+00:00;206.4;
2025-11-06T08:53:59+00:00;204.4;
2025-11-06T09:05:46+00:00;205.4;
2025-11-06T09:31:07+00:00;206.4;
2025-11-06T09:51:46+00:00;203.1;
2025-11-06T10:12:07+00:00;206.1;
2025-11-06T10:39:35+00:00;203.0;
2025-11-06T10:46:23+00:00;205.0;
2025-11-06T11:07:15+00:00;204.0;
2025-11-06T11:19:35+00:00;206.1;
2025-11-06T11:37:45+00:00;203.1;
2025-11-06T12:03:10+00:00;206.0;
2025-11-06T12:18:22+00:00;203.1;
2025-11-06T12:28:36+00:00;205.1;
2025-11-06T12:41:07+00:00;204.0;
2025-11-06T13:02:54+00:00;206.1;
2025-11-06T13:18:19+00:00;204.1;
2025-11-06T13:29:27+00:00;206.1;
2025-11-06T13:47:47+00:00;204.1;
2025-11-06T14:01:38+00:00;204.1;
2025-11-06T14:01:39+00:00;211.2;
2025-11-06T14:30:39+00:00;210.3;
2025-11-06T14:41:15+00:00;204.2;
2025-11-06T14:55:15+00:00;188.9;
2025-11-06T15:04:18+00:00;188.9;
2025-11-06T15:04:19+00:00;205.0;
2025-11-06T15:29:47+00:00;199.9;
2025-11-06T15:50:01+00:00;199.9;
2025-11-06T15:50:02+00:00;208.9;
2025-11-06T15:59:25+00:00;204.9;
2025-11-06T16:33:03+00:00;204.9;
2025-11-06T16:39:29+00:00;209.9;
2025-11-06T16:57:47+00:00;204.9;
2025-11-06T17:18:36+00:00;208.0;
2025-11-06T17:35:12+00:00;203.0;
2025-11-06T17:44:02+00:00;206.0;
2025-11-06T18:00:28+00:00;204.0;
2025-11-06T18:15:57+00:00;206.9;
2025-11-06T18:29:39+00:00;203.9;
2025-11-06T18:54:53+00:00;206.7;
2025-11-06T19:00:05+00:00;204.7;
2025-11-06T19:30:31+00:00;203.7;
2025-11-06T19:33:14+00:00;205.7;
2025-11-06T20:02:56+00:00;205.7;
2025-11-06T20:18:34+00:00;202.7;
2025-11-06T20:31:28+00:00;205.6;
2025-11-06T20:41:11+00:00;203.6;
2025-11-06T20:57:04+00:00;202.6;
2025-11-06T21:15:50+00:00;205.7;
2025-11-06T21:39:30+00:00;203.7;
2025-11-06T21:55:50+00:00;205.9;
2025-11-06T22:05:52+00:00;203.9;
2025-11-06T22:37:23+00:00;203.9;
2025-11-06T22:54:01+00:00;208.9;
2025-11-06T23:17:33+00:00;205.9;
2025-11-06T23:27:12+00:00;205.9;
2025-11-06T23:27:13+00:00;212.1;
2025-11-06T23:45:31+00:00;213.0;
2025-11-07T00:05:57+00:00;206.0;
2025-11-07T00:16:45+00:00;205.0;
2025-11-07T00:34:04+00:00;210.0;
2025-11-07T00:51:22+00:00;207.1;
2025-11-07T01:00:58+00:00;206.1;
2025-11-07T01:14:15+00:00;210.1;
2025-11-07T01:28:59+00:00;208.2;
2025-11-07T02:15:03+00:00;207.1;
2025-11-07T02:25:12+00:00;210.1;
2025-11-07T02:33:41+00:00;207.1;
2025-11-07T03:00:50+00:00;211.0;
2025-11-07T03:22:36+00:00;208.0;
2025-11-07T03:39:04+00:00;209.0;
2025-11-07T03:51:55+00:00;206.0;
2025-11-07T04:05:49+00:00;210.0;
2025-11-07T04:19:09+00:00;204.9;
2025-11-07T04:29:54+00:00;207.9;
2025-11-07T04:53:50+00:00;204.9;
2025-11-07T05:14:58+00:00;207.9;
2025-11-07T05:25:04+00:00;204.9;
2025-11-07T05:45:36+00:00;203.0;
2025-11-07T06:04:03+00:00;206.0;
2025-11-07T06:20:27+00:00;203.0;
2025-11-07T06:30:45+00:00;205.0;
2025-11-07T06:54:48+00:00;206.0;
2025-11-07T07:04:14+00:00;203.0;
2025-11-07T07:19:13+00:00;206.0;
2025-11-07T07:35:34+00:00;204.0;
2025-11-07T07:47:13+00:00;206.0;
2025-11-07T08:03:39+00:00;204.0;
2025-11-07T08:28:10+00:00;205.0;
2025-11-07T08:52:40+00:00;202.9;
2025-11-07T09:00:07+00:00;205.9;
2025-11-07T09:35:27+00:00;203.9;
2025-11-07T09:40:26+00:00;205.9;
2025-11-07T09:59:38+00:00;202.9;
2025-11-07T10:12:14+00:00;204.9;
2025-11-07T10:26:52+00:00;202.9;
2025-11-07T10:47:59+00:00;205.7;
2025-11-07T11:07:13+00:00;200.5;
2025-11-07T11:22:06+00:00;203.4;
2025-11-07T11:50:01+00:00;202.4;
2025-11-07T12:07:05+00:00;205.4;
2025-11-07T12:11:07+00:00;202.4;
2025-11-07T12:31:16+00:00;201.4;
2025-11-07T12:43:35+00:00;204.4;
2025-11-07T13:10:01+00:00;205.3;
2025-11-07T13:23:15+00:00;201.3;
2025-11-07T13:39:28+00:00;205.4;
2025-11-07T14:01:35+00:00;208.4;
2025-11-07T14:10:20+00:00;204.1;
2025-11-07T14:23:37+00:00;203.0;
2025-11-07T14:43:35+00:00;207.2;
2025-11-07T14:58:39+00:00;204.1;
2025-11-07T15:18:24+00:00;205.1;
2025-11-07T15:28:00+00:00;201.1;
2025-11-07T15:43:33+00:00;205.1;
2025-11-07T16:04:35+00:00;206.1;
