timestamp;[Outdoor temperature][°C][40004];
2025-11-20T09:47:54+00:00;-1.9;
2025-11-20T10:23:34+00:00;-2.4;
2025-11-20T10:50:27+00:00;-1.9;
2025-11-20T15:31:31+00:00;-2.4;
2025-11-20T17:49:48+00:00;-1.9;
2025-11-20T20:59:01+00:00;-1.4;
2025-11-20T23:04:57+00:00;-0.9;
2025-11-21T00:03:24+00:00;-0.4;
2025-11-21T00:56:33+00:00;0.1;
2025-11-21T02:24:14+00:00;-0.4;
2025-11-21T03:04:12+00:00;-0.9;
2025-11-21T03:23:24+00:00;-1.4;
2025-11-21T03:44:18+00:00;-1.9;
2025-11-21T04:46:23+00:00;-2.4;
2025-11-21T05:25:17+00:00;-2.9;
2025-11-21T06:20:17+00:00;-3.4;
2025-11-21T06:45:52+00:00;-2.9;
2025-11-21T07:28:15+00:00;-2.4;
Fri Nov 21 2025 08:49:33 GMT+0100 (Central European Standard Time);-2.4;
