timestamp;[Outdoor temperature][°C][40004];
2025-11-09T23:08:28+00:00;5.0;
2025-11-09T23:26:11+00:00;4.5;
2025-11-09T23:36:29+00:00;4.0;
2025-11-10T02:05:49+00:00;4.5;
2025-11-10T02:31:55+00:00;4.0;
2025-11-10T04:01:15+00:00;4.5;
2025-11-10T07:00:36+00:00;5.0;
2025-11-10T08:08:00+00:00;5.5;
2025-11-10T09:09:59+00:00;6.0;
2025-11-10T09:38:13+00:00;6.5;
2025-11-10T12:19:41+00:00;7.0;
2025-11-10T14:17:01+00:00;6.5;
2025-11-10T16:30:21+00:00;6.0;
2025-11-10T20:45:44+00:00;5.5;
2025-11-10T23:36:00+00:00;5.0;
2025-11-11T02:01:05+00:00;4.5;
2025-11-11T02:40:24+00:00;4.0;
2025-11-11T07:41:54+00:00;4.5;
2025-11-11T08:01:55+00:00;5.0;
2025-11-11T08:25:09+00:00;5.5;
2025-11-11T08:46:11+00:00;6.0;
2025-11-11T09:21:38+00:00;6.5;
2025-11-11T09:44:10+00:00;7.0;
2025-11-11T10:09:55+00:00;7.5;
2025-11-11T13:55:42+00:00;7.0;
2025-11-11T14:16:58+00:00;6.5;
2025-11-11T15:43:50+00:00;6.0;
2025-11-11T21:34:36+00:00;5.5;
2025-11-11T21:49:38+00:00;5.0;
2025-11-11T22:04:30+00:00;4.5;
2025-11-11T22:18:54+00:00;4.0;
2025-11-11T22:46:40+00:00;3.5;
2025-11-11T22:58:11+00:00;4.0;
2025-11-11T23:09:54+00:00;4.5;
2025-11-11T23:21:16+00:00;5.0;
2025-11-11T23:43:51+00:00;5.5;
2025-11-12T00:19:19+00:00;6.0;
2025-11-12T01:05:42+00:00;6.5;
2025-11-12T02:45:02+00:00;6.0;
2025-11-12T04:05:54+00:00;5.5;
2025-11-12T04:34:58+00:00;5.0;
2025-11-12T04:54:50+00:00;4.5;
2025-11-12T05:47:12+00:00;5.0;
2025-11-12T06:14:46+00:00;5.5;
2025-11-12T06:44:40+00:00;6.0;
2025-11-12T07:08:40+00:00;6.5;
2025-11-12T07:30:40+00:00;7.0;
2025-11-12T07:54:13+00:00;7.5;
2025-11-12T09:14:20+00:00;8.0;
2025-11-12T10:23:20+00:00;8.5;
2025-11-12T17:02:08+00:00;9.0;
2025-11-12T20:03:33+00:00;9.5;
2025-11-12T22:13:24+00:00;10.0;
2025-11-13T04:58:39+00:00;10.5;
2025-11-13T09:20:58+00:00;11.1;
2025-11-13T10:58:00+00:00;10.6;
2025-11-13T11:00:31+00:00;10.1;
2025-11-13T11:03:22+00:00;9.6;
2025-11-13T11:06:43+00:00;9.1;
2025-11-13T11:11:11+00:00;8.6;
2025-11-13T11:18:13+00:00;8.1;
2025-11-13T11:27:25+00:00;7.6;
2025-11-13T11:48:01+00:00;7.1;
2025-11-13T12:16:36+00:00;6.6;
2025-11-13T12:28:04+00:00;6.1;
2025-11-13T12:51:39+00:00;5.6;
2025-11-13T13:19:22+00:00;5.1;
2025-11-13T13:56:10+00:00;4.6;
2025-11-13T15:01:20+00:00;4.1;
2025-11-13T16:36:02+00:00;3.6;
2025-11-13T18:06:21+00:00;3.1;
2025-11-13T20:09:33+00:00;2.6;
2025-11-13T21:19:29+00:00;2.1;
2025-11-13T21:43:29+00:00;1.6;
2025-11-13T22:35:21+00:00;1.1;
2025-11-13T22:55:16+00:00;0.6;
2025-11-13T23:20:17+00:00;0.1;
2025-11-13T23:43:24+00:00;-0.4;
2025-11-14T00:22:22+00:00;-0.9;
2025-11-14T01:20:09+00:00;-1.4;
2025-11-14T02:33:19+00:00;-1.9;
2025-11-14T07:56:55+00:00;-1.4;
2025-11-14T08:27:45+00:00;-0.9;
2025-11-14T09:08:24+00:00;-0.4;
2025-11-14T09:44:21+00:00;0.1;
2025-11-14T10:05:04+00:00;0.6;
2025-11-14T10:08:51+00:00;1.1;
2025-11-14T10:13:29+00:00;1.6;
2025-11-14T10:20:25+00:00;2.1;
2025-11-14T10:27:37+00:00;2.6;
2025-11-14T10:39:02+00:00;3.1;
2025-11-14T10:47:28+00:00;3.6;
2025-11-14T10:54:52+00:00;4.1;
2025-11-14T11:04:48+00:00;4.6;
2025-11-14T11:13:24+00:00;5.1;
2025-11-14T11:25:35+00:00;5.6;
2025-11-14T11:32:46+00:00;6.1;
2025-11-14T11:43:41+00:00;6.6;
2025-11-14T11:54:29+00:00;7.1;
2025-11-14T12:00:38+00:00;7.6;
2025-11-14T12:11:29+00:00;8.1;
2025-11-14T12:27:59+00:00;8.6;
2025-11-14T13:06:35+00:00;8.1;
2025-11-14T13:11:04+00:00;7.6;
2025-11-14T13:14:21+00:00;7.1;
2025-11-14T13:17:05+00:00;6.6;
2025-11-14T13:20:11+00:00;6.1;
2025-11-14T13:23:40+00:00;5.6;
2025-11-14T13:27:27+00:00;5.1;
2025-11-14T13:32:44+00:00;4.6;
2025-11-14T13:37:52+00:00;4.1;
2025-11-14T13:45:28+00:00;3.6;
2025-11-14T13:56:21+00:00;3.1;
2025-11-14T14:03:28+00:00;2.6;
2025-11-14T14:12:04+00:00;2.1;
2025-11-14T14:21:13+00:00;1.6;
2025-11-14T14:32:56+00:00;1.1;
2025-11-14T14:46:42+00:00;0.6;
2025-11-14T15:22:21+00:00;0.1;
2025-11-14T15:58:59+00:00;-0.4;
2025-11-14T16:37:30+00:00;-0.9;
2025-11-14T18:00:28+00:00;-1.4;
2025-11-14T19:33:59+00:00;-1.9;
2025-11-14T20:15:26+00:00;-2.4;
2025-11-14T20:32:26+00:00;-1.9;
2025-11-14T21:41:43+00:00;-2.4;
2025-11-14T22:39:21+00:00;-2.9;
2025-11-14T23:50:13+00:00;-3.4;
2025-11-15T02:31:19+00:00;-3.9;
2025-11-15T05:25:42+00:00;-4.4;
2025-11-15T06:56:08+00:00;-3.9;
2025-11-15T07:49:56+00:00;-3.4;
2025-11-15T08:09:30+00:00;-2.9;
2025-11-15T08:33:15+00:00;-2.4;
2025-11-15T08:49:42+00:00;-1.9;
2025-11-15T09:08:44+00:00;-1.4;
2025-11-15T09:25:49+00:00;-0.9;
2025-11-15T09:37:02+00:00;-0.4;
2025-11-15T09:58:44+00:00;0.1;
2025-11-15T10:06:57+00:00;0.6;
2025-11-15T10:10:25+00:00;1.1;
2025-11-15T10:14:32+00:00;1.6;
2025-11-15T10:21:04+00:00;2.1;
2025-11-15T10:34:33+00:00;1.6;
2025-11-15T11:03:23+00:00;2.1;
2025-11-15T11:05:51+00:00;2.6;
2025-11-15T11:08:36+00:00;3.1;
2025-11-15T11:11:56+00:00;3.6;
2025-11-15T11:24:00+00:00;4.1;
2025-11-15T11:30:36+00:00;4.6;
2025-11-15T11:35:04+00:00;5.1;
2025-11-15T11:48:06+00:00;5.6;
2025-11-15T12:01:54+00:00;5.1;
2025-11-15T12:18:10+00:00;4.6;
2025-11-15T12:33:06+00:00;5.1;
2025-11-15T12:55:04+00:00;5.6;
2025-11-15T13:00:45+00:00;5.1;
2025-11-15T13:05:04+00:00;4.6;
2025-11-15T13:09:53+00:00;4.1;
2025-11-15T13:15:31+00:00;3.6;
2025-11-15T13:22:59+00:00;3.1;
2025-11-15T13:31:44+00:00;2.6;
2025-11-15T13:48:16+00:00;2.1;
2025-11-15T14:02:09+00:00;1.6;
2025-11-15T14:33:30+00:00;1.1;
2025-11-15T17:42:30+00:00;0.6;
2025-11-15T18:11:09+00:00;1.1;
2025-11-15T18:51:34+00:00;0.6;
2025-11-15T22:13:29+00:00;0.1;
2025-11-15T23:16:31+00:00;0.6;
2025-11-16T00:41:34+00:00;1.1;
2025-11-16T03:05:50+00:00;0.6;
2025-11-16T04:05:32+00:00;0.1;
2025-11-16T05:44:45+00:00;-0.4;
2025-11-16T07:15:07+00:00;0.1;
2025-11-16T07:57:49+00:00;0.6;
2025-11-16T10:18:29+00:00;1.1;
2025-11-16T10:21:38+00:00;1.6;
2025-11-16T10:24:38+00:00;2.1;
2025-11-16T10:28:29+00:00;2.6;
2025-11-16T10:32:23+00:00;3.1;
2025-11-16T10:38:00+00:00;3.6;
2025-11-16T10:43:42+00:00;4.1;
2025-11-16T10:50:21+00:00;4.6;
2025-11-16T10:56:47+00:00;5.1;
2025-11-16T11:02:32+00:00;5.6;
2025-11-16T11:10:55+00:00;6.1;
2025-11-16T11:18:24+00:00;6.6;
2025-11-16T11:26:42+00:00;7.1;
2025-11-16T11:35:31+00:00;7.6;
2025-11-16T11:43:11+00:00;8.1;
2025-11-16T11:51:29+00:00;8.6;
2025-11-16T11:58:23+00:00;9.1;
2025-11-16T12:10:24+00:00;8.6;
2025-11-16T12:21:27+00:00;8.1;
2025-11-16T12:24:01+00:00;7.6;
2025-11-16T12:26:28+00:00;7.1;
2025-11-16T12:29:10+00:00;6.6;
2025-11-16T12:32:00+00:00;6.1;
2025-11-16T12:35:57+00:00;5.6;
2025-11-16T12:40:29+00:00;5.1;
2025-11-16T12:45:55+00:00;4.6;
2025-11-16T12:53:58+00:00;4.1;
2025-11-16T13:03:44+00:00;3.6;
2025-11-16T13:14:45+00:00;3.1;
2025-11-16T14:06:34+00:00;2.6;
2025-11-16T14:35:36+00:00;2.1;
2025-11-16T15:35:48+00:00;1.6;
2025-11-16T15:49:22+00:00;1.1;
2025-11-16T16:08:04+00:00;0.6;
2025-11-16T16:16:58+00:00;0.1;
2025-11-16T16:25:34+00:00;-0.4;
2025-11-16T17:12:23+00:00;-0.9;
2025-11-16T17:22:10+00:00;-1.4;
2025-11-16T17:36:33+00:00;-1.9;
2025-11-16T17:53:20+00:00;-2.4;
2025-11-16T18:36:14+00:00;-2.9;
2025-11-16T19:40:05+00:00;-3.4;
2025-11-16T20:23:11+00:00;-3.9;
2025-11-16T22:34:44+00:00;-4.4;
2025-11-16T23:46:11+00:00;-4.9;
2025-11-17T00:56:47+00:00;-5.4;
2025-11-17T02:14:22+00:00;-4.9;
2025-11-17T07:46:18+00:00;-4.4;
2025-11-17T08:16:34+00:00;-3.9;
2025-11-17T08:52:05+00:00;-3.4;
2025-11-17T09:31:32+00:00;-2.9;
2025-11-17T09:56:57+00:00;-2.4;
2025-11-17T10:07:11+00:00;-1.9;
2025-11-17T10:12:36+00:00;-1.4;
2025-11-17T10:18:26+00:00;-0.9;
2025-11-17T10:24:48+00:00;-0.4;
2025-11-17T10:31:12+00:00;0.1;
2025-11-17T10:38:22+00:00;0.6;
2025-11-17T10:44:57+00:00;1.1;
2025-11-17T10:51:39+00:00;1.6;
2025-11-17T10:59:03+00:00;2.1;
2025-11-17T11:05:52+00:00;2.6;
2025-11-17T11:11:12+00:00;3.1;
2025-11-17T11:16:54+00:00;3.6;
2025-11-17T11:24:54+00:00;4.1;
2025-11-17T11:33:13+00:00;4.6;
2025-11-17T11:47:55+00:00;4.1;
2025-11-17T11:52:47+00:00;3.6;
2025-11-17T12:05:22+00:00;4.1;
2025-11-17T12:12:26+00:00;4.6;
2025-11-17T12:17:44+00:00;5.1;
2025-11-17T12:23:15+00:00;5.6;
2025-11-17T12:28:53+00:00;6.1;
2025-11-17T12:48:06+00:00;5.6;
2025-11-17T12:50:44+00:00;5.1;
2025-11-17T12:53:54+00:00;4.6;
2025-11-17T12:56:30+00:00;4.1;
2025-11-17T13:00:09+00:00;3.6;
2025-11-17T13:04:24+00:00;3.1;
2025-11-17T13:10:06+00:00;2.6;
2025-11-17T13:18:35+00:00;2.1;
2025-11-17T13:25:47+00:00;1.6;
2025-11-17T13:36:13+00:00;1.1;
2025-11-17T13:47:40+00:00;0.6;
2025-11-17T13:57:44+00:00;0.1;
2025-11-17T14:07:49+00:00;-0.4;
2025-11-17T14:20:33+00:00;-0.9;
2025-11-17T14:31:23+00:00;-1.4;
2025-11-17T14:49:46+00:00;-1.9;
2025-11-17T15:32:51+00:00;-2.4;
2025-11-17T16:31:15+00:00;-2.9;
2025-11-17T17:55:33+00:00;-3.4;
2025-11-17T19:12:23+00:00;-3.9;
2025-11-17T20:50:05+00:00;-4.4;
2025-11-17T21:53:32+00:00;-4.9;
2025-11-17T22:31:35+00:00;-5.4;
2025-11-18T00:13:09+00:00;-5.9;
2025-11-18T00:32:40+00:00;-6.4;
2025-11-18T00:57:17+00:00;-6.9;
2025-11-18T01:25:54+00:00;-7.4;
2025-11-18T02:43:16+00:00;-6.9;
2025-11-18T03:06:17+00:00;-7.4;
2025-11-18T04:36:19+00:00;-7.9;
2025-11-18T05:41:05+00:00;-7.4;
2025-11-18T06:28:54+00:00;-6.9;
2025-11-18T06:46:30+00:00;-6.4;
2025-11-18T07:08:29+00:00;-5.9;
2025-11-18T07:34:05+00:00;-5.4;
2025-11-18T08:35:21+00:00;-4.9;
2025-11-18T09:06:07+00:00;-4.4;
2025-11-18T09:29:21+00:00;-3.9;
2025-11-18T09:59:09+00:00;-3.4;
2025-11-18T10:16:57+00:00;-2.9;
2025-11-18T10:37:13+00:00;-2.4;
2025-11-18T10:47:31+00:00;-1.9;
2025-11-18T10:54:18+00:00;-1.4;
2025-11-18T11:01:06+00:00;-0.9;
2025-11-18T11:08:14+00:00;-0.4;
2025-11-18T11:14:21+00:00;0.1;
2025-11-18T11:20:00+00:00;0.6;
2025-11-18T11:28:13+00:00;1.1;
2025-11-18T11:34:01+00:00;1.6;
2025-11-18T11:39:01+00:00;2.1;
2025-11-18T11:44:35+00:00;2.6;
2025-11-18T11:50:47+00:00;3.1;
2025-11-18T11:57:02+00:00;3.6;
2025-11-18T12:06:57+00:00;4.1;
2025-11-18T12:16:40+00:00;4.6;
2025-11-18T12:27:28+00:00;5.1;
2025-11-18T12:43:44+00:00;4.6;
2025-11-18T12:50:04+00:00;4.1;
2025-11-18T12:53:36+00:00;3.6;
2025-11-18T12:57:10+00:00;3.1;
2025-11-18T13:00:49+00:00;2.6;
2025-11-18T13:05:07+00:00;2.1;
2025-11-18T13:10:41+00:00;1.6;
2025-11-18T13:16:44+00:00;1.1;
2025-11-18T13:22:58+00:00;0.6;
2025-11-18T13:30:33+00:00;0.1;
2025-11-18T13:39:56+00:00;-0.4;
2025-11-18T13:50:36+00:00;-0.9;
2025-11-18T13:57:25+00:00;-1.4;
2025-11-18T14:05:17+00:00;-1.9;
2025-11-18T14:17:18+00:00;-2.4;
2025-11-18T14:28:57+00:00;-2.9;
2025-11-18T14:38:29+00:00;-3.4;
2025-11-18T14:50:01+00:00;-3.9;
2025-11-18T15:00:49+00:00;-4.4;
2025-11-18T15:18:05+00:00;-4.9;
2025-11-18T16:01:55+00:00;-5.4;
2025-11-18T16:38:32+00:00;-5.9;
2025-11-18T16:50:02+00:00;-6.4;
2025-11-18T17:17:56+00:00;-6.9;
2025-11-18T17:42:34+00:00;-7.4;
2025-11-18T18:25:34+00:00;-7.9;
2025-11-18T19:30:15+00:00;-8.4;
2025-11-18T20:31:02+00:00;-8.9;
2025-11-18T21:45:52+00:00;-9.4;
2025-11-18T23:07:53+00:00;-8.9;
2025-11-18T23:32:57+00:00;-8.4;
2025-11-19T00:08:25+00:00;-7.9;
2025-11-19T01:02:18+00:00;-8.4;
2025-11-19T01:34:23+00:00;-8.9;
2025-11-19T02:12:53+00:00;-9.4;
2025-11-19T03:08:24+00:00;-8.9;
2025-11-19T07:13:58+00:00;-8.4;
2025-11-19T08:00:20+00:00;-7.9;
2025-11-19T08:20:49+00:00;-7.4;
2025-11-19T08:37:43+00:00;-6.9;
2025-11-19T08:52:41+00:00;-6.4;
2025-11-19T09:11:33+00:00;-5.9;
2025-11-19T09:43:48+00:00;-5.4;
2025-11-19T10:13:35+00:00;-4.9;
2025-11-19T10:37:04+00:00;-4.4;
2025-11-19T11:11:24+00:00;-3.9;
2025-11-19T11:31:47+00:00;-3.4;
2025-11-19T15:42:54+00:00;-2.9;
2025-11-19T19:12:03+00:00;-2.4;
2025-11-19T21:18:38+00:00;-1.9;
2025-11-19T22:37:32+00:00;-2.4;
2025-11-20T00:49:13+00:00;-1.9;
2025-11-20T06:11:12+00:00;-2.4;
