timestamp;[Outdoor temperature][°C][40004];
2025-09-17T13:24:34+00:00;21.1;
2025-09-17T13:31:17+00:00;20.6;
2025-09-17T13:34:50+00:00;20.1;
2025-09-17T13:39:16+00:00;19.6;
2025-09-17T13:46:51+00:00;19.1;
2025-09-17T14:14:21+00:00;18.6;
2025-09-17T14:32:44+00:00;19.1;
2025-09-17T14:33:46+00:00;19.6;
2025-09-17T14:35:30+00:00;20.6;
2025-09-17T14:36:42+00:00;21.1;
2025-09-17T14:37:43+00:00;21.6;
2025-09-17T14:39:38+00:00;22.1;
2025-09-17T14:44:59+00:00;21.6;
2025-09-17T14:47:55+00:00;21.1;
2025-09-17T14:56:28+00:00;20.6;
2025-09-17T15:03:19+00:00;20.1;
2025-09-17T15:08:05+00:00;19.6;
2025-09-17T15:15:12+00:00;19.1;
2025-09-17T15:21:20+00:00;18.6;
2025-09-17T15:50:44+00:00;18.1;
2025-09-17T15:59:45+00:00;17.6;
2025-09-17T16:13:48+00:00;18.1;
2025-09-17T16:15:55+00:00;18.6;
2025-09-17T16:17:59+00:00;19.1;
2025-09-17T16:22:03+00:00;19.6;
2025-09-17T16:30:13+00:00;19.1;
2025-09-17T16:33:47+00:00;18.6;
2025-09-17T16:38:25+00:00;18.1;
2025-09-17T16:43:08+00:00;17.6;
2025-09-17T16:50:48+00:00;17.1;
2025-09-17T16:59:45+00:00;16.6;
2025-09-17T17:13:11+00:00;16.1;
2025-09-17T17:36:01+00:00;15.6;
2025-09-17T18:04:00+00:00;15.1;
2025-09-17T18:49:54+00:00;14.6;
2025-09-17T19:18:41+00:00;14.1;
2025-09-17T19:54:58+00:00;13.6;
2025-09-17T20:12:03+00:00;13.1;
2025-09-17T20:36:26+00:00;12.6;
2025-09-17T21:04:51+00:00;12.1;
2025-09-17T21:56:51+00:00;11.6;
2025-09-17T23:00:06+00:00;11.1;
2025-09-18T00:55:14+00:00;10.6;
2025-09-18T02:00:46+00:00;10.1;
2025-09-18T04:27:33+00:00;10.6;
2025-09-18T04:42:22+00:00;11.1;
2025-09-18T05:05:07+00:00;11.6;
2025-09-18T05:44:45+00:00;12.1;
2025-09-18T06:25:23+00:00;12.6;
2025-09-18T06:54:45+00:00;13.1;
2025-09-18T07:17:57+00:00;13.6;
2025-09-18T07:46:43+00:00;14.1;
2025-09-18T08:16:09+00:00;14.6;
2025-09-18T08:29:13+00:00;15.1;
2025-09-18T09:02:07+00:00;15.6;
2025-09-18T09:27:55+00:00;16.1;
2025-09-18T10:04:08+00:00;16.6;
2025-09-18T10:19:12+00:00;17.1;
2025-09-18T10:23:38+00:00;17.6;
2025-09-18T10:25:55+00:00;18.1;
2025-09-18T10:27:59+00:00;18.6;
2025-09-18T10:30:10+00:00;19.1;
2025-09-18T10:39:23+00:00;19.6;
2025-09-18T10:41:35+00:00;20.1;
2025-09-18T10:43:09+00:00;20.6;
2025-09-18T10:45:57+00:00;21.1;
2025-09-18T10:50:14+00:00;21.6;
2025-09-18T11:03:22+00:00;21.1;
2025-09-18T11:07:26+00:00;20.6;
2025-09-18T11:36:18+00:00;20.1;
2025-09-18T11:39:39+00:00;19.6;
2025-09-18T12:15:35+00:00;20.1;
2025-09-18T12:19:59+00:00;20.6;
2025-09-18T12:21:53+00:00;21.1;
2025-09-18T12:23:48+00:00;22.1;
2025-09-18T12:25:07+00:00;22.6;
2025-09-18T12:39:59+00:00;22.1;
2025-09-18T12:42:52+00:00;21.6;
2025-09-18T12:46:42+00:00;21.1;
2025-09-18T12:50:11+00:00;20.6;
2025-09-18T12:53:18+00:00;20.1;
2025-09-18T12:56:42+00:00;19.6;
2025-09-18T13:01:34+00:00;19.1;
2025-09-18T13:06:20+00:00;18.6;
2025-09-18T13:08:33+00:00;18.1;
2025-09-18T13:10:23+00:00;17.6;
2025-09-18T13:12:26+00:00;17.1;
2025-09-18T13:15:07+00:00;16.6;
2025-09-18T13:18:57+00:00;16.1;
2025-09-18T13:30:41+00:00;15.6;
2025-09-18T14:18:36+00:00;15.1;
2025-09-18T16:15:50+00:00;14.6;
2025-09-18T17:36:57+00:00;14.1;
2025-09-18T18:27:00+00:00;13.6;
2025-09-18T19:31:20+00:00;14.1;
2025-09-18T22:03:01+00:00;13.6;
2025-09-18T23:27:35+00:00;13.1;
2025-09-19T00:04:18+00:00;13.6;
2025-09-19T00:34:03+00:00;13.1;
2025-09-19T03:13:02+00:00;12.6;
2025-09-19T04:22:58+00:00;12.1;
2025-09-19T06:17:43+00:00;12.6;
2025-09-19T06:52:43+00:00;13.1;
2025-09-19T07:13:31+00:00;13.6;
2025-09-19T07:34:43+00:00;14.1;
2025-09-19T07:50:30+00:00;14.6;
2025-09-19T08:37:56+00:00;15.1;
2025-09-19T09:02:42+00:00;15.6;
2025-09-19T09:39:10+00:00;16.1;
Fri Sep 19 2025 11:47:27 GMT+0200 (Central European Summer Time);16.1;
