timestamp;[Hot water top (BT7)][°C][40013];
2025-11-01T00:26:02+00:00;50.7;
2025-11-01T01:41:06+00:00;50.2;
2025-11-01T02:32:15+00:00;49.7;
2025-11-01T04:00:56+00:00;49.2;
2025-11-01T04:05:16+00:00;49.7;
2025-11-01T04:09:22+00:00;50.2;
2025-11-01T04:11:23+00:00;50.7;
2025-11-01T04:13:42+00:00;51.2;
2025-11-01T04:15:01+00:00;51.7;
2025-11-01T04:16:59+00:00;52.2;
2025-11-01T04:18:41+00:00;52.7;
2025-11-01T05:23:44+00:00;52.2;
2025-11-01T06:53:32+00:00;51.7;
2025-11-01T07:48:17+00:00;52.2;
2025-11-01T07:52:43+00:00;52.7;
2025-11-01T09:24:33+00:00;52.2;
2025-11-01T09:44:57+00:00;52.7;
2025-11-01T11:03:04+00:00;52.2;
2025-11-01T12:59:41+00:00;51.7;
2025-11-01T14:02:11+00:00;51.2;
2025-11-01T14:11:16+00:00;51.7;
2025-11-01T14:21:00+00:00;52.2;
2025-11-01T14:24:03+00:00;52.7;
2025-11-01T15:56:04+00:00;52.2;
2025-11-01T17:17:50+00:00;51.7;
2025-11-01T17:54:23+00:00;52.2;
2025-11-01T17:58:09+00:00;52.7;
2025-11-01T18:49:30+00:00;53.2;
2025-11-01T18:56:37+00:00;52.7;
2025-11-01T20:53:36+00:00;52.2;
2025-11-01T21:59:20+00:00;51.7;
2025-11-01T23:18:38+00:00;51.2;
2025-11-02T00:26:21+00:00;50.7;
2025-11-02T01:47:30+00:00;50.2;
2025-11-02T02:05:34+00:00;50.7;
2025-11-02T02:08:31+00:00;51.2;
2025-11-02T02:09:42+00:00;51.7;
2025-11-02T02:11:51+00:00;52.2;
2025-11-02T02:14:13+00:00;52.7;
2025-11-02T02:16:43+00:00;53.2;
2025-11-02T02:19:08+00:00;53.7;
2025-11-02T02:20:35+00:00;54.2;
2025-11-02T02:29:00+00:00;54.7;
2025-11-02T02:32:06+00:00;55.2;
2025-11-02T02:34:40+00:00;55.7;
2025-11-02T02:36:44+00:00;56.2;
2025-11-02T02:39:03+00:00;56.7;
2025-11-02T02:40:41+00:00;57.2;
2025-11-02T02:43:05+00:00;57.7;
2025-11-02T02:45:17+00:00;58.2;
2025-11-02T02:47:17+00:00;58.7;
2025-11-02T02:48:58+00:00;59.2;
2025-11-02T02:51:55+00:00;59.7;
2025-11-02T02:54:01+00:00;60.2;
2025-11-02T02:55:44+00:00;60.7;
2025-11-02T02:57:42+00:00;61.2;
2025-11-02T02:59:42+00:00;61.7;
2025-11-02T04:00:26+00:00;61.2;
2025-11-02T04:39:38+00:00;60.7;
2025-11-02T05:42:14+00:00;60.2;
2025-11-02T07:17:33+00:00;59.7;
2025-11-02T08:25:01+00:00;59.2;
2025-11-02T09:14:56+00:00;58.7;
2025-11-02T10:01:02+00:00;58.2;
2025-11-02T10:15:35+00:00;57.7;
2025-11-02T10:17:01+00:00;57.2;
2025-11-02T10:19:03+00:00;56.7;
2025-11-02T10:22:22+00:00;56.2;
2025-11-02T10:25:59+00:00;55.7;
2025-11-02T10:33:00+00:00;54.8;
2025-11-02T10:35:13+00:00;54.3;
2025-11-02T10:37:38+00:00;53.8;
2025-11-02T10:41:09+00:00;53.3;
2025-11-02T10:44:58+00:00;52.8;
2025-11-02T10:48:21+00:00;52.3;
2025-11-02T10:52:25+00:00;51.8;
2025-11-02T10:56:38+00:00;51.3;
2025-11-02T11:00:31+00:00;50.8;
2025-11-02T11:04:43+00:00;50.3;
2025-11-02T11:09:35+00:00;49.8;
2025-11-02T11:14:41+00:00;49.3;
2025-11-02T11:20:35+00:00;48.8;
2025-11-02T11:24:25+00:00;48.3;
2025-11-02T11:27:13+00:00;47.8;
2025-11-02T11:30:58+00:00;47.3;
2025-11-02T11:35:26+00:00;46.8;
2025-11-02T11:39:07+00:00;46.3;
2025-11-02T11:40:49+00:00;45.8;
2025-11-02T11:41:51+00:00;45.3;
2025-11-02T11:48:31+00:00;45.8;
2025-11-02T11:51:27+00:00;46.3;
2025-11-02T13:31:34+00:00;45.8;
2025-11-02T14:06:35+00:00;46.3;
2025-11-02T14:08:49+00:00;46.8;
2025-11-02T14:11:09+00:00;47.3;
2025-11-02T14:13:05+00:00;47.8;
2025-11-02T14:14:18+00:00;48.3;
2025-11-02T14:16:42+00:00;48.8;
2025-11-02T14:18:28+00:00;49.3;
2025-11-02T14:20:41+00:00;49.8;
2025-11-02T14:22:24+00:00;50.3;
2025-11-02T14:24:24+00:00;50.8;
2025-11-02T14:26:09+00:00;51.3;
2025-11-02T14:27:56+00:00;51.8;
2025-11-02T14:30:07+00:00;52.3;
2025-11-02T14:32:25+00:00;52.8;
2025-11-02T15:31:34+00:00;52.3;
2025-11-02T16:58:16+00:00;51.8;
2025-11-02T17:31:09+00:00;52.3;
2025-11-02T21:01:15+00:00;51.8;
2025-11-02T22:25:06+00:00;51.3;
2025-11-02T23:14:13+00:00;50.8;
2025-11-03T00:22:46+00:00;50.3;
2025-11-03T01:43:44+00:00;49.8;
2025-11-03T02:58:38+00:00;49.3;
2025-11-03T04:07:57+00:00;49.8;
2025-11-03T04:10:44+00:00;50.3;
2025-11-03T04:12:52+00:00;50.8;
2025-11-03T04:14:16+00:00;51.3;
2025-11-03T04:15:41+00:00;51.8;
2025-11-03T04:17:33+00:00;52.3;
2025-11-03T04:19:39+00:00;52.8;
2025-11-03T04:54:18+00:00;52.3;
2025-11-03T06:57:36+00:00;51.8;
2025-11-03T08:17:17+00:00;51.3;
2025-11-03T09:12:16+00:00;50.8;
2025-11-03T10:21:25+00:00;50.3;
2025-11-03T11:29:00+00:00;49.8;
2025-11-03T12:15:01+00:00;49.3;
2025-11-03T13:36:10+00:00;48.8;
2025-11-03T14:09:27+00:00;49.3;
2025-11-03T14:11:44+00:00;49.8;
2025-11-03T14:14:26+00:00;50.3;
2025-11-03T14:16:14+00:00;50.8;
2025-11-03T14:17:38+00:00;51.3;
2025-11-03T14:19:56+00:00;51.8;
2025-11-03T14:21:35+00:00;52.3;
2025-11-03T14:23:31+00:00;52.8;
2025-11-03T15:43:07+00:00;52.3;
2025-11-03T18:42:46+00:00;51.8;
2025-11-03T18:56:22+00:00;52.3;
2025-11-03T19:08:13+00:00;52.8;
2025-11-03T19:39:28+00:00;52.3;
2025-11-03T21:20:35+00:00;51.8;
2025-11-03T23:19:27+00:00;51.3;
2025-11-04T00:00:23+00:00;50.8;
2025-11-04T01:23:04+00:00;50.3;
2025-11-04T03:08:01+00:00;49.8;
2025-11-04T04:09:39+00:00;50.3;
2025-11-04T04:11:34+00:00;50.8;
2025-11-04T04:13:25+00:00;51.3;
2025-11-04T04:15:38+00:00;51.8;
2025-11-04T04:17:07+00:00;52.3;
2025-11-04T04:18:30+00:00;52.8;
2025-11-04T04:52:18+00:00;52.3;
2025-11-04T06:30:35+00:00;51.8;
2025-11-04T08:17:05+00:00;51.3;
2025-11-04T09:12:11+00:00;50.8;
2025-11-04T09:59:19+00:00;50.3;
2025-11-04T11:13:32+00:00;49.8;
2025-11-04T11:50:27+00:00;49.3;
2025-11-04T12:27:59+00:00;48.8;
2025-11-04T13:02:37+00:00;48.3;
2025-11-04T14:01:55+00:00;47.8;
2025-11-04T14:04:40+00:00;48.3;
2025-11-04T14:06:40+00:00;48.8;
2025-11-04T14:08:52+00:00;49.3;
2025-11-04T14:10:37+00:00;49.8;
2025-11-04T14:12:24+00:00;50.3;
2025-11-04T14:14:18+00:00;50.8;
2025-11-04T14:15:37+00:00;51.3;
2025-11-04T14:17:08+00:00;51.8;
2025-11-04T14:18:46+00:00;52.3;
2025-11-04T14:20:42+00:00;52.8;
2025-11-04T15:36:08+00:00;52.3;
2025-11-04T16:59:56+00:00;52.8;
2025-11-04T18:40:51+00:00;52.3;
2025-11-04T19:21:46+00:00;51.8;
2025-11-04T19:26:34+00:00;52.3;
2025-11-04T21:49:47+00:00;51.8;
2025-11-04T22:42:49+00:00;52.3;
2025-11-04T22:45:22+00:00;52.8;
2025-11-05T00:20:55+00:00;52.3;
2025-11-05T01:26:55+00:00;51.8;
2025-11-05T03:35:37+00:00;51.3;
2025-11-05T04:45:39+00:00;50.8;
2025-11-05T05:51:48+00:00;50.3;
2025-11-05T07:49:03+00:00;49.8;
2025-11-05T08:51:59+00:00;49.3;
2025-11-05T09:58:12+00:00;48.8;
2025-11-05T10:44:48+00:00;48.3;
2025-11-05T11:36:20+00:00;47.8;
2025-11-05T12:29:07+00:00;47.3;
2025-11-05T13:12:05+00:00;46.8;
2025-11-05T13:59:42+00:00;46.3;
2025-11-05T14:11:05+00:00;46.8;
2025-11-05T14:13:32+00:00;47.3;
2025-11-05T14:20:50+00:00;47.8;
2025-11-05T14:38:28+00:00;48.3;
2025-11-05T14:41:06+00:00;48.8;
2025-11-05T14:42:57+00:00;49.3;
2025-11-05T14:45:20+00:00;49.8;
2025-11-05T14:48:13+00:00;50.3;
2025-11-05T14:49:46+00:00;50.8;
2025-11-05T14:51:02+00:00;51.3;
2025-11-05T14:53:30+00:00;51.8;
2025-11-05T14:55:09+00:00;52.3;
2025-11-05T14:57:15+00:00;52.8;
2025-11-05T16:00:40+00:00;52.3;
2025-11-05T17:28:47+00:00;51.8;
2025-11-05T17:42:29+00:00;52.3;
2025-11-05T18:59:33+00:00;52.8;
2025-11-05T20:44:56+00:00;52.3;
2025-11-05T22:07:58+00:00;51.8;
2025-11-05T23:28:53+00:00;51.3;
2025-11-06T00:33:46+00:00;50.8;
2025-11-06T01:43:47+00:00;50.3;
2025-11-06T03:43:13+00:00;49.8;
2025-11-06T04:06:37+00:00;50.3;
2025-11-06T04:09:29+00:00;50.8;
2025-11-06T04:11:00+00:00;51.3;
2025-11-06T04:12:25+00:00;51.8;
2025-11-06T04:14:15+00:00;52.3;
2025-11-06T04:15:50+00:00;52.8;
2025-11-06T05:34:55+00:00;52.3;
2025-11-06T07:07:08+00:00;51.8;
2025-11-06T07:45:49+00:00;51.3;
2025-11-06T08:14:04+00:00;50.8;
2025-11-06T08:44:03+00:00;50.3;
2025-11-06T09:11:29+00:00;49.8;
2025-11-06T09:36:59+00:00;49.3;
2025-11-06T10:01:25+00:00;48.8;
2025-11-06T10:17:09+00:00;48.3;
2025-11-06T10:24:23+00:00;47.8;
2025-11-06T10:33:37+00:00;47.3;
2025-11-06T10:44:13+00:00;46.8;
2025-11-06T10:56:16+00:00;46.3;
2025-11-06T11:09:24+00:00;45.8;
2025-11-06T11:23:08+00:00;45.3;
2025-11-06T11:37:52+00:00;44.8;
2025-11-06T11:52:55+00:00;44.3;
2025-11-06T12:09:22+00:00;43.8;
2025-11-06T12:25:05+00:00;43.3;
2025-11-06T12:40:42+00:00;42.8;
2025-11-06T12:57:52+00:00;42.3;
2025-11-06T13:18:39+00:00;41.8;
2025-11-06T13:37:07+00:00;41.3;
2025-11-06T13:56:23+00:00;40.8;
2025-11-06T14:13:22+00:00;41.3;
2025-11-06T14:14:22+00:00;41.8;
2025-11-06T14:17:33+00:00;42.3;
2025-11-06T14:24:58+00:00;42.8;
2025-11-06T14:40:30+00:00;42.3;
2025-11-06T14:43:51+00:00;41.8;
2025-11-06T14:47:01+00:00;42.3;
2025-11-06T14:48:56+00:00;42.8;
2025-11-06T14:51:00+00:00;43.3;
2025-11-06T14:54:04+00:00;43.8;
2025-11-06T14:55:33+00:00;44.3;
2025-11-06T14:56:45+00:00;44.8;
2025-11-06T15:09:09+00:00;45.3;
2025-11-06T15:10:58+00:00;45.8;
2025-11-06T15:12:24+00:00;46.3;
2025-11-06T15:14:07+00:00;46.8;
2025-11-06T15:16:01+00:00;47.3;
2025-11-06T15:17:45+00:00;47.8;
2025-11-06T15:19:18+00:00;48.3;
2025-11-06T15:20:53+00:00;48.8;
2025-11-06T15:22:55+00:00;49.3;
2025-11-06T15:24:45+00:00;49.8;
2025-11-06T15:26:39+00:00;50.3;
2025-11-06T15:28:23+00:00;50.8;
2025-11-06T15:29:45+00:00;51.3;
2025-11-06T15:31:53+00:00;51.8;
2025-11-06T15:33:41+00:00;52.3;
2025-11-06T15:35:40+00:00;52.8;
2025-11-06T16:38:03+00:00;52.3;
2025-11-06T16:53:43+00:00;52.8;
2025-11-06T18:22:17+00:00;52.3;
2025-11-06T19:44:13+00:00;51.8;
2025-11-06T21:05:48+00:00;51.3;
2025-11-06T22:09:17+00:00;50.8;
2025-11-06T23:29:55+00:00;50.3;
2025-11-07T00:26:05+00:00;49.8;
2025-11-07T01:52:00+00:00;49.3;
2025-11-07T03:20:03+00:00;48.8;
2025-11-07T04:07:52+00:00;49.3;
2025-11-07T04:10:01+00:00;49.8;
2025-11-07T04:12:32+00:00;50.3;
2025-11-07T04:14:08+00:00;50.8;
2025-11-07T04:15:38+00:00;51.3;
2025-11-07T04:17:15+00:00;51.8;
2025-11-07T04:19:11+00:00;52.3;
2025-11-07T04:20:55+00:00;52.8;
2025-11-07T05:30:08+00:00;52.3;
2025-11-07T07:03:17+00:00;51.8;
2025-11-07T08:22:41+00:00;51.3;
2025-11-07T09:19:53+00:00;50.8;
2025-11-07T10:28:30+00:00;50.3;
2025-11-07T11:33:02+00:00;49.8;
2025-11-07T12:31:36+00:00;49.3;
2025-11-07T13:32:30+00:00;48.8;
2025-11-07T14:12:07+00:00;49.3;
2025-11-07T14:24:22+00:00;49.8;
2025-11-07T14:26:32+00:00;50.3;
2025-11-07T14:29:01+00:00;50.8;
2025-11-07T14:31:14+00:00;51.3;
2025-11-07T14:33:19+00:00;51.8;
2025-11-07T14:35:54+00:00;52.3;
2025-11-07T17:00:06+00:00;51.8;
2025-11-07T17:47:25+00:00;51.3;
2025-11-07T17:51:50+00:00;50.8;
2025-11-07T17:54:37+00:00;51.3;
2025-11-07T17:56:57+00:00;51.8;
2025-11-07T17:59:02+00:00;52.3;
2025-11-07T18:31:39+00:00;52.8;
2025-11-07T19:55:12+00:00;52.3;
2025-11-07T21:21:55+00:00;51.8;
2025-11-07T23:01:26+00:00;51.3;
2025-11-08T00:09:08+00:00;50.8;
2025-11-08T02:00:23+00:00;50.3;
2025-11-08T02:49:54+00:00;49.8;
2025-11-08T04:08:42+00:00;50.3;
2025-11-08T04:10:25+00:00;50.8;
2025-11-08T04:12:30+00:00;51.3;
2025-11-08T04:14:13+00:00;51.8;
2025-11-08T04:16:46+00:00;52.3;
2025-11-08T04:18:37+00:00;52.8;
2025-11-08T04:43:17+00:00;52.3;
2025-11-08T06:27:42+00:00;51.8;
2025-11-08T07:19:29+00:00;52.3;
2025-11-08T08:33:35+00:00;52.8;
2025-11-08T09:57:04+00:00;52.3;
2025-11-08T11:19:49+00:00;51.8;
2025-11-08T12:31:56+00:00;51.3;
2025-11-08T13:18:57+00:00;50.8;
2025-11-08T14:20:11+00:00;51.3;
2025-11-08T14:32:20+00:00;51.8;
2025-11-08T14:34:03+00:00;52.3;
2025-11-08T14:36:37+00:00;52.8;
2025-11-08T15:38:37+00:00;52.3;
2025-11-08T17:02:21+00:00;51.8;
2025-11-08T17:17:24+00:00;52.3;
2025-11-08T17:25:44+00:00;52.8;
2025-11-08T17:48:46+00:00;52.3;
2025-11-08T18:12:59+00:00;51.8;
2025-11-08T18:34:36+00:00;51.3;
2025-11-08T18:39:11+00:00;51.8;
2025-11-08T18:40:14+00:00;52.3;
2025-11-08T18:43:29+00:00;52.8;
2025-11-08T19:41:59+00:00;52.3;
2025-11-08T21:11:39+00:00;51.8;
2025-11-08T22:24:09+00:00;51.3;
2025-11-09T00:09:43+00:00;50.8;
2025-11-09T01:26:29+00:00;50.3;
2025-11-09T02:34:13+00:00;49.8;
2025-11-09T03:58:47+00:00;49.3;
2025-11-09T04:05:03+00:00;49.8;
2025-11-09T04:08:29+00:00;50.3;
2025-11-09T04:10:52+00:00;50.8;
2025-11-09T04:12:20+00:00;51.3;
2025-11-09T04:14:16+00:00;51.8;
2025-11-09T04:15:39+00:00;52.3;
2025-11-09T04:17:30+00:00;52.8;
2025-11-09T04:43:48+00:00;52.3;
2025-11-09T06:25:01+00:00;51.8;
2025-11-09T07:54:35+00:00;51.3;
2025-11-09T08:47:06+00:00;50.8;
2025-11-09T09:43:09+00:00;50.3;
2025-11-09T10:11:25+00:00;49.8;
2025-11-09T10:46:12+00:00;49.3;
2025-11-09T11:13:03+00:00;48.8;
2025-11-09T11:33:05+00:00;48.3;
2025-11-09T12:01:04+00:00;47.8;
2025-11-09T12:36:19+00:00;47.3;
2025-11-09T13:19:02+00:00;46.8;
2025-11-09T14:09:28+00:00;47.3;
2025-11-09T14:13:18+00:00;47.8;
2025-11-09T14:16:32+00:00;48.3;
2025-11-09T14:18:01+00:00;48.8;
2025-11-09T14:20:05+00:00;49.3;
2025-11-09T14:22:17+00:00;49.8;
2025-11-09T14:24:27+00:00;50.3;
2025-11-09T14:26:51+00:00;50.8;
2025-11-09T14:29:38+00:00;51.3;
2025-11-09T14:32:28+00:00;51.8;
2025-11-09T14:33:57+00:00;52.3;
2025-11-09T16:44:48+00:00;51.8;
2025-11-09T17:15:45+00:00;52.3;
2025-11-09T17:18:48+00:00;52.8;
2025-11-09T20:04:23+00:00;52.3;
2025-11-09T21:32:26+00:00;51.8;
2025-11-09T22:42:04+00:00;51.3;
2025-11-10T00:41:02+00:00;50.8;
2025-11-10T01:40:03+00:00;50.3;
2025-11-10T03:20:23+00:00;49.8;
2025-11-10T04:06:20+00:00;50.3;
2025-11-10T04:09:37+00:00;50.8;
2025-11-10T04:10:59+00:00;51.3;
2025-11-10T04:12:50+00:00;51.8;
2025-11-10T04:14:35+00:00;52.3;
2025-11-10T04:16:53+00:00;52.8;
2025-11-10T04:46:47+00:00;52.3;
2025-11-10T07:02:58+00:00;51.8;
2025-11-10T08:08:00+00:00;51.5;
2025-11-10T08:51:46+00:00;51.0;
2025-11-10T10:01:12+00:00;50.5;
2025-11-10T11:04:06+00:00;50.0;
2025-11-10T12:07:39+00:00;49.5;
2025-11-10T13:09:02+00:00;49.0;
2025-11-10T13:54:17+00:00;48.5;
2025-11-10T14:06:11+00:00;49.0;
2025-11-10T14:10:34+00:00;49.5;
2025-11-10T14:12:54+00:00;50.0;
2025-11-10T14:14:38+00:00;50.5;
2025-11-10T14:16:49+00:00;51.0;
2025-11-10T14:18:16+00:00;51.5;
2025-11-10T14:20:16+00:00;52.0;
2025-11-10T14:21:48+00:00;52.5;
2025-11-10T14:24:00+00:00;53.0;
2025-11-10T14:57:29+00:00;52.5;
2025-11-10T16:25:39+00:00;52.0;
2025-11-10T17:51:54+00:00;51.5;
2025-11-10T17:57:45+00:00;51.0;
2025-11-10T18:06:14+00:00;51.5;
2025-11-10T18:15:18+00:00;52.0;
2025-11-10T18:17:33+00:00;52.5;
2025-11-10T18:19:45+00:00;53.0;
2025-11-10T18:24:39+00:00;52.5;
2025-11-10T19:25:06+00:00;52.0;
2025-11-10T19:29:18+00:00;52.5;
2025-11-10T20:30:42+00:00;52.0;
2025-11-10T22:18:09+00:00;51.5;
2025-11-10T23:53:54+00:00;51.0;
2025-11-11T01:30:36+00:00;50.5;
2025-11-11T03:31:41+00:00;50.0;
2025-11-11T04:07:45+00:00;50.5;
2025-11-11T04:10:29+00:00;51.0;
2025-11-11T04:12:45+00:00;51.5;
2025-11-11T04:14:56+00:00;52.0;
2025-11-11T04:17:22+00:00;52.5;
2025-11-11T05:46:48+00:00;52.0;
2025-11-11T07:58:21+00:00;51.5;
2025-11-11T08:39:12+00:00;51.0;
2025-11-11T09:52:59+00:00;50.5;
2025-11-11T11:08:00+00:00;50.0;
2025-11-11T12:23:01+00:00;49.5;
2025-11-11T13:23:48+00:00;49.0;
2025-11-11T14:00:09+00:00;48.5;
2025-11-11T14:06:44+00:00;49.0;
2025-11-11T14:12:32+00:00;49.5;
2025-11-11T14:15:40+00:00;50.0;
2025-11-11T14:17:20+00:00;50.5;
2025-11-11T14:20:22+00:00;51.0;
2025-11-11T14:22:08+00:00;51.5;
2025-11-11T14:24:03+00:00;52.0;
2025-11-11T14:25:43+00:00;52.5;
2025-11-11T14:27:43+00:00;53.0;
2025-11-11T15:05:25+00:00;52.5;
2025-11-11T16:34:17+00:00;52.0;
2025-11-11T17:29:54+00:00;52.5;
2025-11-11T17:32:31+00:00;53.0;
2025-11-11T17:47:00+00:00;52.5;
2025-11-11T17:58:41+00:00;53.0;
2025-11-11T18:38:52+00:00;52.5;
2025-11-11T19:22:37+00:00;52.0;
2025-11-11T19:30:58+00:00;52.5;
2025-11-11T20:38:15+00:00;52.0;
2025-11-11T22:29:11+00:00;51.5;
2025-11-12T00:14:06+00:00;51.0;
2025-11-12T01:34:36+00:00;50.5;
2025-11-12T02:50:36+00:00;50.0;
2025-11-12T04:02:06+00:00;49.5;
2025-11-12T04:05:52+00:00;50.0;
2025-11-12T04:10:09+00:00;50.5;
2025-11-12T04:13:02+00:00;51.0;
2025-11-12T04:14:20+00:00;51.5;
2025-11-12T04:15:59+00:00;52.0;
2025-11-12T04:18:04+00:00;52.5;
2025-11-12T04:20:03+00:00;53.0;
2025-11-12T04:36:37+00:00;52.5;
2025-11-12T05:56:49+00:00;52.0;
2025-11-12T07:53:46+00:00;51.5;
Wed Nov 12 2025 09:23:02 GMT+0100 (Central European Standard Time);51.5;
