timestamp;[Liquid line (BT15)][°C][40019];
2025-11-11T17:08:07+00:00;28.5;
2025-11-11T17:08:08+00:00;44.4;
2025-11-11T17:15:24+00:00;45.4;
2025-11-11T17:26:56+00:00;45.4;
2025-11-11T17:26:57+00:00;51.4;
2025-11-11T17:32:32+00:00;22.7;
2025-11-11T17:47:10+00:00;22.7;
2025-11-11T17:47:11+00:00;42.4;
2025-11-11T17:57:16+00:00;42.4;
2025-11-11T17:57:17+00:00;48.4;
2025-11-11T18:03:47+00:00;53.4;
2025-11-11T18:08:13+00:00;23.4;
2025-11-11T18:31:01+00:00;23.4;
2025-11-11T18:31:02+00:00;35.8;
2025-11-11T18:36:57+00:00;30.8;
2025-11-11T18:45:42+00:00;34.3;
2025-11-11T18:56:09+00:00;36.8;
2025-11-11T19:00:40+00:00;38.8;
2025-11-11T19:07:58+00:00;42.8;
2025-11-11T19:19:07+00:00;42.8;
2025-11-11T19:19:08+00:00;49.8;
2025-11-11T19:26:53+00:00;52.8;
2025-11-11T19:33:15+00:00;23.5;
2025-11-11T19:34:17+00:00;24.0;
2025-11-11T19:54:16+00:00;27.0;
2025-11-11T20:03:58+00:00;28.5;
2025-11-11T20:18:13+00:00;30.0;
2025-11-11T20:37:42+00:00;24.0;
2025-11-11T20:40:37+00:00;24.0;
2025-11-11T20:40:38+00:00;29.8;
2025-11-11T20:59:14+00:00;32.3;
2025-11-11T21:12:45+00:00;33.8;
2025-11-11T21:28:05+00:00;25.3;
2025-11-11T21:38:16+00:00;25.3;
2025-11-11T21:38:17+00:00;33.1;
2025-11-11T22:29:33+00:00;27.1;
2025-11-11T22:34:35+00:00;27.1;
2025-11-11T22:34:36+00:00;32.6;
2025-11-11T22:43:00+00:00;35.6;
2025-11-11T22:58:02+00:00;35.1;
2025-11-11T23:11:39+00:00;33.6;
2025-11-11T23:36:26+00:00;31.1;
2025-11-11T23:58:29+00:00;29.6;
2025-11-12T00:26:21+00:00;28.1;
2025-11-12T01:01:32+00:00;26.6;
2025-11-12T01:51:25+00:00;25.1;
2025-11-12T03:04:21+00:00;23.6;
2025-11-12T03:41:43+00:00;23.1;
2025-11-12T04:08:25+00:00;23.1;
2025-11-12T04:08:26+00:00;50.6;
2025-11-12T04:16:26+00:00;53.6;
2025-11-12T04:20:02+00:00;22.9;
2025-11-12T04:32:39+00:00;25.4;
2025-11-12T04:48:22+00:00;26.9;
2025-11-12T07:01:22+00:00;25.9;
2025-11-12T07:07:10+00:00;22.9;
2025-11-12T07:14:38+00:00;23.9;
2025-11-12T07:25:16+00:00;27.4;
2025-11-12T08:33:40+00:00;25.9;
2025-11-12T08:46:00+00:00;22.7;
2025-11-12T09:21:07+00:00;25.2;
2025-11-12T10:31:31+00:00;25.7;
2025-11-12T10:38:27+00:00;22.2;
2025-11-12T10:42:37+00:00;23.2;
2025-11-12T10:53:04+00:00;27.7;
2025-11-12T10:59:04+00:00;28.2;
2025-11-12T12:28:01+00:00;25.7;
2025-11-12T12:31:37+00:00;22.1;
2025-11-12T13:12:40+00:00;25.1;
2025-11-12T13:27:35+00:00;25.6;
2025-11-12T13:54:10+00:00;25.6;
2025-11-12T13:54:11+00:00;42.2;
2025-11-12T14:00:35+00:00;45.7;
2025-11-12T14:03:25+00:00;46.2;
2025-11-12T14:08:39+00:00;48.7;
2025-11-12T14:14:29+00:00;51.7;
2025-11-12T14:19:01+00:00;53.2;
2025-11-12T14:25:04+00:00;24.0;
2025-11-12T14:39:10+00:00;27.5;
2025-11-12T14:47:22+00:00;27.5;
2025-11-12T14:47:23+00:00;36.5;
2025-11-12T15:07:19+00:00;37.0;
2025-11-12T15:18:12+00:00;35.5;
2025-11-12T15:34:55+00:00;33.5;
2025-11-12T15:56:50+00:00;31.5;
2025-11-12T16:09:43+00:00;30.0;
2025-11-12T16:31:14+00:00;28.5;
2025-11-12T16:43:05+00:00;28.5;
2025-11-12T16:43:06+00:00;43.9;
2025-11-12T16:48:26+00:00;41.9;
2025-11-12T16:58:53+00:00;29.4;
2025-11-12T17:08:25+00:00;29.4;
2025-11-12T17:18:16+00:00;32.4;
2025-11-12T17:24:26+00:00;32.9;
2025-11-12T17:35:35+00:00;32.9;
2025-11-12T17:35:36+00:00;39.4;
2025-11-12T17:42:39+00:00;22.5;
2025-11-12T17:49:59+00:00;22.5;
2025-11-12T17:50:00+00:00;42.2;
2025-11-12T17:55:14+00:00;42.7;
2025-11-12T18:06:46+00:00;42.7;
2025-11-12T18:06:47+00:00;49.2;
2025-11-12T18:11:25+00:00;51.2;
2025-11-12T18:16:19+00:00;52.7;
2025-11-12T18:22:37+00:00;23.8;
2025-11-12T18:25:13+00:00;22.8;
2025-11-12T18:41:18+00:00;22.8;
2025-11-12T18:41:19+00:00;34.8;
2025-11-12T18:49:06+00:00;36.8;
2025-11-12T19:19:37+00:00;34.8;
2025-11-12T19:31:57+00:00;34.4;
2025-11-12T19:35:55+00:00;37.9;
2025-11-12T19:42:54+00:00;39.4;
2025-11-12T19:56:21+00:00;39.4;
2025-11-12T19:56:22+00:00;46.9;
2025-11-12T20:02:16+00:00;22.6;
2025-11-12T20:11:22+00:00;23.6;
2025-11-12T20:35:59+00:00;26.1;
2025-11-12T21:07:45+00:00;28.1;
2025-11-12T23:42:55+00:00;26.6;
2025-11-12T23:48:21+00:00;23.6;
2025-11-12T23:54:41+00:00;23.6;
2025-11-13T00:01:06+00:00;26.6;
2025-11-13T00:44:38+00:00;27.1;
2025-11-13T01:26:10+00:00;22.3;
2025-11-13T01:35:23+00:00;23.3;
2025-11-13T02:07:37+00:00;25.8;
2025-11-13T03:15:48+00:00;26.8;
2025-11-13T04:08:52+00:00;26.8;
2025-11-13T04:08:53+00:00;47.8;
2025-11-13T04:14:45+00:00;50.8;
2025-11-13T04:20:11+00:00;52.8;
2025-11-13T04:26:52+00:00;25.4;
2025-11-13T05:09:25+00:00;25.4;
2025-11-13T05:14:18+00:00;22.9;
2025-11-13T05:17:57+00:00;23.9;
2025-11-13T05:27:11+00:00;28.4;
2025-11-13T05:54:39+00:00;28.4;
2025-11-13T06:43:53+00:00;26.4;
2025-11-13T08:10:03+00:00;24.4;
2025-11-13T09:23:54+00:00;25.1;
2025-11-13T09:39:30+00:00;25.1;
2025-11-13T09:39:31+00:00;40.6;
2025-11-13T09:45:17+00:00;42.6;
2025-11-13T09:54:15+00:00;47.6;
2025-11-13T09:58:29+00:00;22.5;
2025-11-13T10:12:27+00:00;23.0;
2025-11-13T10:22:39+00:00;23.0;
2025-11-13T10:22:40+00:00;33.0;
2025-11-13T10:46:51+00:00;33.0;
2025-11-13T11:18:39+00:00;30.5;
2025-11-13T11:33:12+00:00;29.5;
2025-11-13T12:21:14+00:00;27.0;
2025-11-13T12:29:47+00:00;21.2;
2025-11-13T12:40:11+00:00;23.2;
2025-11-13T12:48:15+00:00;24.7;
2025-11-13T12:59:28+00:00;26.2;
2025-11-13T13:22:47+00:00;28.2;
2025-11-13T13:49:03+00:00;25.2;
2025-11-13T13:59:01+00:00;26.7;
2025-11-13T14:06:33+00:00;26.7;
2025-11-13T14:06:34+00:00;47.7;
2025-11-13T14:10:50+00:00;49.2;
2025-11-13T14:18:38+00:00;52.2;
2025-11-13T14:24:55+00:00;42.7;
2025-11-13T14:38:53+00:00;42.7;
2025-11-13T14:38:54+00:00;50.7;
2025-11-13T14:46:01+00:00;23.7;
2025-11-13T14:59:14+00:00;24.7;
2025-11-13T15:10:45+00:00;24.7;
2025-11-13T15:10:46+00:00;36.7;
2025-11-13T15:33:05+00:00;37.2;
2025-11-13T15:40:38+00:00;23.3;
2025-11-13T15:53:48+00:00;25.8;
2025-11-13T16:10:06+00:00;27.8;
2025-11-13T16:26:42+00:00;26.3;
2025-11-13T16:30:29+00:00;26.3;
2025-11-13T16:30:30+00:00;45.5;
2025-11-13T16:43:28+00:00;45.5;
2025-11-13T16:43:29+00:00;53.0;
2025-11-13T16:47:24+00:00;24.2;
2025-11-13T16:59:20+00:00;25.7;
2025-11-13T17:24:49+00:00;25.7;
2025-11-13T17:24:50+00:00;42.3;
2025-11-13T17:35:15+00:00;42.3;
2025-11-13T17:35:16+00:00;48.3;
2025-11-13T17:42:01+00:00;53.3;
2025-11-13T17:51:51+00:00;24.5;
2025-11-13T18:05:28+00:00;29.0;
2025-11-13T18:14:57+00:00;34.0;
2025-11-13T18:37:03+00:00;34.0;
2025-11-13T19:03:44+00:00;31.5;
2025-11-13T19:15:28+00:00;22.1;
2025-11-13T19:43:41+00:00;24.1;
2025-11-13T20:42:13+00:00;25.6;
2025-11-14T00:08:41+00:00;26.6;
2025-11-14T00:25:22+00:00;27.6;
2025-11-14T01:04:34+00:00;30.6;
2025-11-14T01:18:55+00:00;32.1;
2025-11-14T01:38:15+00:00;24.1;
2025-11-14T01:41:45+00:00;24.1;
2025-11-14T01:41:46+00:00;31.4;
2025-11-14T02:00:53+00:00;32.9;
2025-11-14T02:33:18+00:00;34.4;
2025-11-14T02:48:02+00:00;26.9;
2025-11-14T02:59:28+00:00;26.9;
2025-11-14T02:59:29+00:00;33.3;
2025-11-14T03:53:30+00:00;27.8;
2025-11-14T04:03:28+00:00;27.8;
2025-11-14T04:03:29+00:00;49.2;
2025-11-14T04:07:44+00:00;51.2;
2025-11-14T04:14:13+00:00;53.7;
2025-11-14T04:17:51+00:00;30.2;
2025-11-14T04:29:39+00:00;32.2;
2025-11-14T04:50:55+00:00;34.2;
2025-11-14T05:07:16+00:00;26.7;
2025-11-14T05:09:57+00:00;26.7;
2025-11-14T05:09:58+00:00;34.6;
2025-11-14T05:35:18+00:00;35.1;
2025-11-14T05:46:53+00:00;30.2;
2025-11-14T05:51:47+00:00;34.7;
2025-11-14T06:01:46+00:00;37.7;
2025-11-14T06:04:47+00:00;38.7;
2025-11-14T06:07:13+00:00;39.7;
2025-11-14T06:15:44+00:00;43.7;
2025-11-14T06:23:03+00:00;47.7;
2025-11-14T06:26:14+00:00;26.9;
2025-11-14T06:31:44+00:00;22.9;
2025-11-14T06:40:59+00:00;22.9;
2025-11-14T06:41:00+00:00;32.9;
2025-11-14T06:48:03+00:00;35.4;
2025-11-14T07:09:34+00:00;35.4;
2025-11-14T07:35:14+00:00;32.9;
2025-11-14T07:54:15+00:00;31.4;
2025-11-14T08:10:43+00:00;29.9;
2025-11-14T08:38:31+00:00;28.9;
2025-11-14T08:58:38+00:00;27.9;
2025-11-14T09:21:54+00:00;25.9;
2025-11-14T10:14:43+00:00;24.4;
2025-11-14T12:00:32+00:00;21.8;
2025-11-14T12:04:35+00:00;22.3;
2025-11-14T12:19:14+00:00;25.3;
2025-11-14T12:36:25+00:00;26.8;
2025-11-14T12:53:38+00:00;31.6;
2025-11-14T13:00:40+00:00;31.6;
2025-11-14T13:00:41+00:00;37.6;
2025-11-14T13:07:54+00:00;39.1;
2025-11-14T13:15:13+00:00;42.1;
2025-11-14T13:17:24+00:00;43.1;
2025-11-14T13:22:41+00:00;45.6;
2025-11-14T13:26:29+00:00;47.1;
2025-11-14T13:31:53+00:00;23.6;
2025-11-14T13:43:09+00:00;23.6;
2025-11-14T13:59:21+00:00;23.6;
2025-11-14T13:59:22+00:00;34.1;
2025-11-14T14:05:22+00:00;34.1;
2025-11-14T14:05:23+00:00;47.5;
2025-11-14T14:11:43+00:00;49.5;
2025-11-14T14:17:01+00:00;51.5;
2025-11-14T14:22:28+00:00;53.0;
2025-11-14T14:29:06+00:00;23.4;
2025-11-14T14:44:19+00:00;24.9;
2025-11-14T14:55:06+00:00;24.9;
2025-11-14T14:55:07+00:00;35.4;
2025-11-14T15:23:02+00:00;34.4;
2025-11-14T15:56:31+00:00;31.4;
2025-11-14T16:03:44+00:00;20.9;
2025-11-14T16:09:55+00:00;21.9;
2025-11-14T16:26:14+00:00;23.4;
2025-11-14T16:42:08+00:00;25.4;
2025-11-14T16:55:03+00:00;27.4;
2025-11-14T17:02:57+00:00;28.4;
2025-11-14T17:24:22+00:00;30.4;
2025-11-14T17:35:38+00:00;30.4;
2025-11-14T17:35:39+00:00;45.6;
2025-11-14T17:44:22+00:00;33.1;
2025-11-14T17:55:47+00:00;26.6;
2025-11-14T18:04:14+00:00;28.7;
2025-11-14T18:08:24+00:00;33.2;
2025-11-14T18:14:52+00:00;34.7;
2025-11-14T18:24:54+00:00;37.7;
2025-11-14T18:29:20+00:00;39.7;
2025-11-14T18:35:54+00:00;43.2;
2025-11-14T18:47:17+00:00;43.2;
2025-11-14T18:47:18+00:00;49.7;
2025-11-14T18:50:50+00:00;51.2;
2025-11-14T18:55:23+00:00;52.7;
2025-11-14T19:01:49+00:00;23.7;
2025-11-14T19:04:27+00:00;24.7;
2025-11-14T19:14:47+00:00;27.7;
2025-11-14T19:23:41+00:00;24.2;
2025-11-14T19:25:54+00:00;27.6;
2025-11-14T19:33:32+00:00;28.6;
2025-11-14T19:44:18+00:00;30.6;
2025-11-14T20:01:57+00:00;32.6;
2025-11-14T20:26:01+00:00;34.1;
2025-11-14T20:31:30+00:00;26.1;
2025-11-14T20:46:26+00:00;26.1;
2025-11-14T20:46:27+00:00;33.1;
2025-11-14T21:37:50+00:00;30.6;
2025-11-14T21:58:45+00:00;34.3;
2025-11-14T22:38:35+00:00;26.8;
2025-11-14T22:44:30+00:00;26.8;
2025-11-14T22:44:31+00:00;32.3;
2025-11-14T22:51:09+00:00;34.3;
2025-11-14T23:06:59+00:00;34.3;
2025-11-14T23:16:51+00:00;33.3;
2025-11-14T23:42:58+00:00;30.8;
2025-11-14T23:51:10+00:00;24.4;
2025-11-15T00:09:57+00:00;26.9;
2025-11-15T00:26:02+00:00;28.4;
2025-11-15T00:47:41+00:00;29.4;
2025-11-15T02:30:06+00:00;28.4;
2025-11-15T03:17:52+00:00;29.4;
2025-11-15T04:06:24+00:00;29.4;
2025-11-15T04:06:25+00:00;49.2;
2025-11-15T04:09:42+00:00;50.7;
2025-11-15T04:15:19+00:00;52.7;
2025-11-15T04:21:02+00:00;27.4;
2025-11-15T04:43:28+00:00;28.9;
2025-11-15T04:55:06+00:00;22.9;
2025-11-15T04:59:30+00:00;22.9;
2025-11-15T04:59:31+00:00;28.0;
2025-11-15T05:10:43+00:00;28.5;
2025-11-15T05:27:59+00:00;30.5;
2025-11-15T06:07:19+00:00;32.5;
2025-11-15T06:19:46+00:00;25.0;
2025-11-15T06:30:24+00:00;25.0;
2025-11-15T06:30:25+00:00;31.1;
2025-11-15T06:39:37+00:00;30.5;
2025-11-15T06:49:35+00:00;31.5;
2025-11-15T06:57:30+00:00;33.5;
2025-11-15T07:04:11+00:00;37.0;
2025-11-15T07:08:33+00:00;38.0;
2025-11-15T07:15:54+00:00;41.5;
2025-11-15T07:24:11+00:00;20.6;
2025-11-15T07:27:44+00:00;20.6;
2025-11-15T07:27:45+00:00;44.1;
2025-11-15T07:31:51+00:00;45.6;
2025-11-15T07:36:02+00:00;47.6;
2025-11-15T07:40:20+00:00;49.6;
2025-11-15T07:47:21+00:00;52.1;
2025-11-15T07:53:49+00:00;53.1;
2025-11-15T07:57:19+00:00;24.6;
2025-11-15T08:11:12+00:00;27.6;
2025-11-15T08:16:59+00:00;28.6;
2025-11-15T08:31:01+00:00;30.6;
2025-11-15T08:44:17+00:00;32.1;
2025-11-15T08:51:00+00:00;24.6;
2025-11-15T08:53:13+00:00;24.6;
2025-11-15T08:53:14+00:00;30.6;
2025-11-15T09:10:47+00:00;32.1;
2025-11-15T09:47:04+00:00;32.1;
2025-11-15T10:09:58+00:00;30.1;
2025-11-15T10:23:19+00:00;29.1;
2025-11-15T10:29:37+00:00;29.1;
2025-11-15T10:29:38+00:00;49.8;
2025-11-15T10:37:36+00:00;53.8;
2025-11-15T10:40:22+00:00;27.6;
2025-11-15T10:50:26+00:00;25.1;
2025-11-15T10:57:40+00:00;29.1;
2025-11-15T11:05:54+00:00;29.1;
2025-11-15T11:05:55+00:00;37.1;
2025-11-15T11:11:40+00:00;38.1;
2025-11-15T11:40:59+00:00;35.6;
2025-11-15T11:44:39+00:00;23.7;
2025-11-15T12:09:12+00:00;25.7;
2025-11-15T13:46:13+00:00;25.7;
2025-11-15T13:46:14+00:00;30.2;
2025-11-15T13:53:01+00:00;30.2;
2025-11-15T13:53:02+00:00;37.2;
2025-11-15T14:04:06+00:00;39.2;
2025-11-15T14:11:47+00:00;42.2;
2025-11-15T14:24:19+00:00;42.2;
2025-11-15T14:24:20+00:00;49.7;
2025-11-15T14:30:16+00:00;52.7;
2025-11-15T14:36:24+00:00;24.1;
2025-11-15T14:44:35+00:00;23.1;
2025-11-15T14:54:22+00:00;23.1;
2025-11-15T14:54:23+00:00;35.6;
2025-11-15T15:01:29+00:00;38.1;
2025-11-15T15:05:07+00:00;23.1;
2025-11-15T15:31:11+00:00;25.1;
2025-11-15T15:48:14+00:00;27.1;
2025-11-15T15:57:54+00:00;28.6;
2025-11-15T16:11:00+00:00;30.1;
2025-11-15T16:34:52+00:00;31.6;
2025-11-15T16:54:39+00:00;32.6;
2025-11-15T17:11:35+00:00;26.1;
2025-11-15T17:22:18+00:00;31.1;
2025-11-15T18:20:24+00:00;28.1;
2025-11-15T19:23:12+00:00;27.6;
2025-11-15T19:34:04+00:00;27.6;
2025-11-15T19:34:05+00:00;41.8;
2025-11-15T19:43:49+00:00;42.8;
2025-11-15T19:49:28+00:00;38.3;
2025-11-15T19:59:13+00:00;41.8;
2025-11-15T20:04:16+00:00;24.8;
2025-11-15T20:12:05+00:00;25.8;
2025-11-15T20:18:58+00:00;27.8;
2025-11-15T20:41:36+00:00;27.8;
2025-11-15T21:02:43+00:00;29.3;
2025-11-15T22:41:11+00:00;28.3;
2025-11-15T23:06:35+00:00;28.8;
2025-11-15T23:35:33+00:00;30.3;
2025-11-15T23:45:56+00:00;23.8;
2025-11-15T23:52:09+00:00;23.8;
2025-11-15T23:52:10+00:00;28.9;
2025-11-15T23:57:11+00:00;29.4;
2025-11-16T00:08:14+00:00;31.9;
2025-11-16T00:13:32+00:00;32.9;
2025-11-16T00:23:55+00:00;32.9;
2025-11-16T00:54:05+00:00;34.9;
2025-11-16T01:06:36+00:00;29.4;
2025-11-16T01:15:57+00:00;32.8;
2025-11-16T01:43:56+00:00;34.3;
2025-11-16T02:12:34+00:00;33.8;
2025-11-16T02:38:16+00:00;32.3;
2025-11-16T03:06:58+00:00;29.8;
2025-11-16T03:53:02+00:00;28.8;
2025-11-16T04:03:23+00:00;28.8;
2025-11-16T04:03:24+00:00;43.1;
2025-11-16T04:08:21+00:00;44.6;
2025-11-16T04:12:40+00:00;46.6;
2025-11-16T04:18:43+00:00;49.6;
2025-11-16T04:23:37+00:00;51.6;
2025-11-16T04:28:50+00:00;53.1;
2025-11-16T04:34:26+00:00;25.9;
2025-11-16T04:40:25+00:00;26.4;
2025-11-16T04:53:32+00:00;28.4;
2025-11-16T05:20:30+00:00;30.4;
2025-11-16T05:31:22+00:00;23.9;
2025-11-16T05:37:15+00:00;28.9;
2025-11-16T05:47:33+00:00;29.9;
2025-11-16T06:02:38+00:00;31.9;
2025-11-16T06:24:19+00:00;33.9;
2025-11-16T06:56:20+00:00;33.4;
2025-11-16T07:11:43+00:00;31.9;
2025-11-16T07:35:55+00:00;29.4;
2025-11-16T07:38:16+00:00;24.6;
2025-11-16T07:46:14+00:00;24.6;
2025-11-16T07:46:15+00:00;33.6;
2025-11-16T07:55:04+00:00;32.6;
2025-11-16T07:59:53+00:00;34.1;
2025-11-16T08:05:14+00:00;34.6;
2025-11-16T08:10:54+00:00;36.1;
2025-11-16T08:18:27+00:00;38.6;
2025-11-16T08:25:35+00:00;40.1;
2025-11-16T08:28:03+00:00;40.6;
2025-11-16T08:35:17+00:00;44.1;
2025-11-16T08:44:24+00:00;23.2;
2025-11-16T08:49:24+00:00;23.2;
2025-11-16T08:49:25+00:00;43.6;
2025-11-16T08:56:08+00:00;47.1;
2025-11-16T09:00:01+00:00;25.0;
2025-11-16T11:07:21+00:00;25.0;
2025-11-16T11:07:22+00:00;27.5;
2025-11-16T12:06:00+00:00;22.5;
2025-11-16T12:10:52+00:00;23.5;
2025-11-16T12:16:46+00:00;26.5;
2025-11-16T12:23:33+00:00;27.5;
2025-11-16T13:32:55+00:00;25.5;
2025-11-16T13:46:32+00:00;25.0;
2025-11-16T14:09:53+00:00;25.0;
2025-11-16T14:09:54+00:00;47.0;
2025-11-16T14:14:40+00:00;48.5;
2025-11-16T14:22:54+00:00;51.5;
2025-11-16T14:28:15+00:00;53.0;
2025-11-16T14:33:41+00:00;23.9;
2025-11-16T14:51:15+00:00;23.9;
2025-11-16T15:06:03+00:00;21.9;
2025-11-16T15:13:51+00:00;21.9;
2025-11-16T15:13:52+00:00;30.7;
2025-11-16T15:23:58+00:00;30.7;
2025-11-16T15:24:39+00:00;31.2;
2025-11-16T15:32:39+00:00;32.2;
2025-11-16T15:37:28+00:00;34.2;
2025-11-16T15:41:45+00:00;36.2;
2025-11-16T15:51:06+00:00;40.7;
2025-11-16T15:59:59+00:00;37.2;
2025-11-16T16:10:04+00:00;21.6;
2025-11-16T16:20:01+00:00;24.1;
2025-11-16T16:24:49+00:00;24.1;
