timestamp;[Liquid line (BT15)][°C][40019];
2025-11-09T23:02:08+00:00;29.2;
2025-11-09T23:24:42+00:00;29.7;
2025-11-09T23:45:17+00:00;31.7;
2025-11-10T00:12:16+00:00;33.7;
2025-11-10T01:08:49+00:00;33.7;
2025-11-10T01:25:17+00:00;31.7;
2025-11-10T01:43:06+00:00;30.2;
2025-11-10T02:06:00+00:00;29.2;
2025-11-10T03:52:05+00:00;29.2;
2025-11-10T04:01:54+00:00;29.2;
2025-11-10T04:01:55+00:00;49.1;
2025-11-10T04:08:45+00:00;52.1;
2025-11-10T04:14:52+00:00;54.1;
2025-11-10T04:17:04+00:00;28.8;
2025-11-10T04:44:37+00:00;29.8;
2025-11-10T05:08:10+00:00;28.8;
2025-11-10T05:30:11+00:00;24.3;
2025-11-10T05:42:08+00:00;28.3;
2025-11-10T05:50:20+00:00;29.3;
2025-11-10T06:22:35+00:00;28.3;
2025-11-10T06:54:57+00:00;26.8;
2025-11-10T08:21:49+00:00;23.8;
2025-11-10T10:23:03+00:00;22.3;
2025-11-10T11:37:28+00:00;20.7;
2025-11-10T11:44:45+00:00;21.7;
2025-11-10T11:55:51+00:00;23.7;
2025-11-10T12:05:30+00:00;25.2;
2025-11-10T12:25:16+00:00;27.2;
2025-11-10T12:49:28+00:00;28.7;
2025-11-10T12:58:11+00:00;28.7;
2025-11-10T12:58:12+00:00;38.3;
2025-11-10T13:01:45+00:00;40.3;
2025-11-10T13:10:48+00:00;44.3;
2025-11-10T13:20:32+00:00;24.9;
2025-11-10T13:25:37+00:00;21.4;
2025-11-10T13:36:21+00:00;21.4;
2025-11-10T13:36:22+00:00;31.4;
2025-11-10T13:47:39+00:00;33.9;
2025-11-10T14:03:09+00:00;33.9;
2025-11-10T14:03:10+00:00;48.2;
2025-11-10T14:08:18+00:00;49.7;
2025-11-10T14:13:25+00:00;51.7;
2025-11-10T14:18:31+00:00;53.2;
2025-11-10T14:24:34+00:00;23.2;
2025-11-10T14:36:44+00:00;25.2;
2025-11-10T14:49:29+00:00;25.2;
2025-11-10T14:49:30+00:00;36.7;
2025-11-10T15:06:28+00:00;36.2;
2025-11-10T15:24:51+00:00;34.7;
2025-11-10T15:34:26+00:00;33.2;
2025-11-10T15:51:38+00:00;31.2;
2025-11-10T16:07:56+00:00;29.7;
2025-11-10T16:36:16+00:00;27.7;
2025-11-10T16:45:34+00:00;27.7;
2025-11-10T16:45:35+00:00;42.5;
2025-11-10T16:52:19+00:00;44.0;
2025-11-10T17:04:17+00:00;44.0;
2025-11-10T17:04:18+00:00;52.0;
2025-11-10T17:15:37+00:00;32.5;
2025-11-10T17:21:39+00:00;30.5;
2025-11-10T17:29:56+00:00;32.0;
2025-11-10T17:34:31+00:00;34.5;
2025-11-10T17:41:07+00:00;38.5;
2025-11-10T17:52:47+00:00;20.6;
2025-11-10T17:59:03+00:00;20.6;
2025-11-10T17:59:04+00:00;46.1;
2025-11-10T18:10:57+00:00;46.1;
2025-11-10T18:10:58+00:00;52.1;
2025-11-10T18:15:33+00:00;53.6;
2025-11-10T18:19:46+00:00;22.2;
2025-11-10T18:43:38+00:00;22.2;
2025-11-10T18:43:39+00:00;35.6;
2025-11-10T18:44:35+00:00;34.6;
2025-11-10T18:53:42+00:00;35.1;
2025-11-10T18:58:50+00:00;37.1;
2025-11-10T19:03:47+00:00;39.6;
2025-11-10T19:18:09+00:00;39.6;
2025-11-10T19:18:10+00:00;49.1;
2025-11-10T19:26:07+00:00;53.1;
2025-11-10T19:31:18+00:00;22.8;
2025-11-10T19:36:40+00:00;24.8;
2025-11-10T19:46:19+00:00;26.8;
2025-11-10T19:57:29+00:00;29.3;
2025-11-10T20:06:16+00:00;30.8;
2025-11-10T20:19:29+00:00;32.3;
2025-11-10T20:56:38+00:00;31.3;
2025-11-10T21:37:09+00:00;32.3;
2025-11-10T22:03:11+00:00;34.8;
2025-11-10T23:12:55+00:00;34.8;
2025-11-10T23:44:01+00:00;32.8;
2025-11-11T00:47:13+00:00;32.8;
2025-11-11T01:20:51+00:00;35.3;
2025-11-11T01:51:22+00:00;36.3;
2025-11-11T02:46:10+00:00;38.3;
2025-11-11T03:32:17+00:00;39.3;
2025-11-11T04:03:15+00:00;39.3;
2025-11-11T04:03:16+00:00;48.8;
2025-11-11T04:08:40+00:00;51.3;
2025-11-11T04:14:42+00:00;53.3;
2025-11-11T04:20:50+00:00;34.2;
2025-11-11T04:31:27+00:00;36.2;
2025-11-11T04:42:36+00:00;29.7;
2025-11-11T04:52:31+00:00;33.6;
2025-11-11T04:59:17+00:00;35.1;
2025-11-11T05:07:05+00:00;37.1;
2025-11-11T05:13:42+00:00;38.6;
2025-11-11T05:28:34+00:00;40.6;
2025-11-11T05:53:17+00:00;31.0;
2025-11-11T06:03:00+00:00;31.0;
2025-11-11T06:03:01+00:00;39.5;
2025-11-11T06:19:48+00:00;38.5;
2025-11-11T06:30:03+00:00;37.0;
2025-11-11T06:50:59+00:00;34.5;
2025-11-11T07:11:22+00:00;32.5;
2025-11-11T07:22:40+00:00;25.8;
2025-11-11T07:29:38+00:00;27.3;
2025-11-11T07:36:58+00:00;29.3;
2025-11-11T07:45:46+00:00;30.8;
2025-11-11T08:01:31+00:00;31.8;
2025-11-11T08:52:11+00:00;27.2;
2025-11-11T11:54:34+00:00;27.2;
2025-11-11T11:54:35+00:00;41.8;
2025-11-11T12:04:58+00:00;41.8;
2025-11-11T12:04:59+00:00;47.3;
2025-11-11T12:09:06+00:00;25.2;
2025-11-11T12:16:14+00:00;23.2;
2025-11-11T12:26:52+00:00;23.2;
2025-11-11T12:26:53+00:00;32.2;
2025-11-11T12:37:53+00:00;34.2;
2025-11-11T13:03:37+00:00;33.2;
2025-11-11T13:23:28+00:00;31.2;
2025-11-11T13:54:32+00:00;29.2;
2025-11-11T14:02:51+00:00;29.2;
2025-11-11T14:02:52+00:00;47.0;
2025-11-11T14:09:32+00:00;47.0;
2025-11-11T14:11:01+00:00;47.5;
2025-11-11T14:21:20+00:00;47.5;
2025-11-11T14:21:21+00:00;53.0;
2025-11-11T14:27:55+00:00;23.0;
2025-11-11T14:41:45+00:00;25.0;
2025-11-11T14:50:05+00:00;25.0;
2025-11-11T14:50:06+00:00;37.0;
2025-11-11T15:05:43+00:00;37.5;
2025-11-11T15:31:20+00:00;35.0;
2025-11-11T15:37:50+00:00;33.5;
2025-11-11T15:44:55+00:00;32.5;
2025-11-11T16:11:34+00:00;30.5;
2025-11-11T16:33:38+00:00;29.5;
2025-11-11T16:45:15+00:00;27.0;
2025-11-11T16:50:39+00:00;28.5;
2025-11-11T17:00:57+00:00;28.5;
