timestamp;[Current com­pressor fre­quency][Hz][41778];
2025-11-09T20:53:58+00:00;68;
2025-11-09T20:57:58+00:00;67;
2025-11-09T21:01:58+00:00;66;
2025-11-09T21:06:57+00:00;64;
2025-11-09T21:10:57+00:00;62;
2025-11-09T21:11:57+00:00;61;
2025-11-09T21:15:57+00:00;59;
2025-11-09T21:18:32+00:00;58;
2025-11-09T21:23:57+00:00;56;
2025-11-09T21:28:58+00:00;54;
2025-11-09T21:30:26+00:00;0;
2025-11-09T21:38:28+00:00;0;
2025-11-09T21:38:29+00:00;54;
2025-11-09T21:46:19+00:00;56;
2025-11-09T21:56:19+00:00;55;
2025-11-09T22:01:19+00:00;53;
2025-11-09T22:03:20+00:00;52;
2025-11-09T22:07:18+00:00;50;
2025-11-09T22:09:18+00:00;50;
2025-11-09T22:12:18+00:00;48;
2025-11-09T22:15:18+00:00;45;
2025-11-09T22:17:18+00:00;44;
2025-11-09T22:19:18+00:00;42;
2025-11-09T22:21:18+00:00;40;
2025-11-09T22:24:18+00:00;37;
2025-11-09T22:28:18+00:00;33;
2025-11-09T22:31:39+00:00;31;
2025-11-09T22:32:39+00:00;30;
2025-11-09T22:35:39+00:00;27;
2025-11-09T22:39:39+00:00;24;
2025-11-09T22:41:39+00:00;23;
2025-11-09T22:44:40+00:00;20;
2025-11-09T23:03:40+00:00;21;
2025-11-09T23:04:58+00:00;22;
2025-11-09T23:09:39+00:00;27;
2025-11-09T23:10:39+00:00;28;
2025-11-09T23:13:39+00:00;31;
2025-11-09T23:16:39+00:00;34;
2025-11-09T23:17:39+00:00;35;
2025-11-09T23:19:39+00:00;37;
2025-11-09T23:22:39+00:00;40;
2025-11-09T23:24:39+00:00;42;
2025-11-09T23:27:39+00:00;45;
2025-11-09T23:29:03+00:00;47;
2025-11-09T23:30:00+00:00;48;
2025-11-09T23:34:00+00:00;52;
2025-11-09T23:35:01+00:00;53;
2025-11-09T23:37:00+00:00;55;
2025-11-09T23:40:00+00:00;58;
2025-11-09T23:41:00+00:00;59;
2025-11-09T23:44:00+00:00;62;
2025-11-09T23:45:00+00:00;63;
2025-11-09T23:47:00+00:00;65;
2025-11-09T23:48:00+00:00;66;
2025-11-09T23:51:00+00:00;68;
2025-11-09T23:53:00+00:00;69;
2025-11-09T23:55:00+00:00;70;
2025-11-09T23:59:01+00:00;72;
2025-11-10T00:02:29+00:00;74;
2025-11-10T00:09:00+00:00;75;
2025-11-10T00:10:43+00:00;76;
2025-11-10T00:20:01+00:00;73;
2025-11-10T00:25:00+00:00;71;
2025-11-10T00:26:11+00:00;70;
2025-11-10T00:30:22+00:00;68;
2025-11-10T00:32:21+00:00;68;
2025-11-10T00:35:21+00:00;65;
2025-11-10T00:36:22+00:00;64;
2025-11-10T00:39:21+00:00;63;
2025-11-10T00:42:21+00:00;60;
2025-11-10T00:44:21+00:00;59;
2025-11-10T00:46:21+00:00;58;
2025-11-10T00:48:21+00:00;55;
2025-11-10T00:49:21+00:00;54;
2025-11-10T00:51:21+00:00;52;
2025-11-10T00:54:21+00:00;50;
2025-11-10T00:55:21+00:00;48;
2025-11-10T00:56:21+00:00;48;
2025-11-10T00:59:21+00:00;44;
2025-11-10T01:01:22+00:00;42;
2025-11-10T01:02:22+00:00;41;
2025-11-10T01:05:22+00:00;38;
2025-11-10T01:08:21+00:00;35;
2025-11-10T01:09:21+00:00;34;
2025-11-10T01:11:22+00:00;32;
2025-11-10T01:15:21+00:00;30;
2025-11-10T01:16:21+00:00;28;
2025-11-10T01:18:21+00:00;26;
2025-11-10T01:19:21+00:00;26;
2025-11-10T01:23:21+00:00;22;
2025-11-10T01:27:21+00:00;20;
2025-11-10T02:57:03+00:00;21;
2025-11-10T03:02:03+00:00;22;
2025-11-10T03:11:03+00:00;24;
2025-11-10T03:22:03+00:00;26;
2025-11-10T03:30:24+00:00;27;
2025-11-10T03:38:00+00:00;30;
2025-11-10T03:47:24+00:00;31;
2025-11-10T03:48:33+00:00;32;
2025-11-10T03:58:51+00:00;33;
2025-11-10T04:00:32+00:00;33;
2025-11-10T04:00:33+00:00;90;
2025-11-10T04:11:52+00:00;84;
2025-11-10T04:22:28+00:00;33;
2025-11-10T04:24:24+00:00;34;
2025-11-10T04:29:45+00:00;36;
2025-11-10T04:35:45+00:00;34;
2025-11-10T04:37:45+00:00;34;
2025-11-10T04:39:45+00:00;32;
2025-11-10T04:43:45+00:00;30;
2025-11-10T04:44:45+00:00;30;
2025-11-10T04:46:45+00:00;28;
2025-11-10T04:47:45+00:00;26;
2025-11-10T04:50:45+00:00;23;
2025-11-10T04:51:45+00:00;23;
2025-11-10T04:53:45+00:00;20;
2025-11-10T08:08:00+00:00;0;
2025-11-10T12:55:07+00:00;0;
2025-11-10T12:55:08+00:00;65;
2025-11-10T13:17:45+00:00;0;
2025-11-10T14:01:00+00:00;0;
2025-11-10T14:01:01+00:00;90;
2025-11-10T14:16:53+00:00;80;
2025-11-10T14:22:57+00:00;1;
2025-11-10T16:44:17+00:00;1;
2025-11-10T16:44:18+00:00;59;
2025-11-10T16:44:34+00:00;90;
2025-11-10T17:05:27+00:00;80;
2025-11-10T17:10:56+00:00;80;
2025-11-10T17:10:57+00:00;90;
2025-11-10T17:48:29+00:00;0;
2025-11-10T17:56:31+00:00;0;
2025-11-10T17:56:32+00:00;90;
2025-11-10T18:07:25+00:00;85;
2025-11-10T18:15:25+00:00;76;
2025-11-10T18:18:43+00:00;20;
2025-11-10T18:33:27+00:00;20;
2025-11-10T18:33:28+00:00;91;
2025-11-10T19:11:19+00:00;90;
2025-11-10T19:13:08+00:00;85;
2025-11-10T19:22:44+00:00;75;
2025-11-10T19:30:12+00:00;21;
2025-11-10T19:35:12+00:00;22;
2025-11-10T19:37:12+00:00;24;
2025-11-10T19:39:12+00:00;26;
2025-11-10T19:40:12+00:00;27;
2025-11-10T19:42:12+00:00;28;
2025-11-10T19:44:13+00:00;30;
2025-11-10T19:46:12+00:00;32;
2025-11-10T19:48:13+00:00;34;
2025-11-10T19:51:12+00:00;36;
2025-11-10T19:52:12+00:00;37;
2025-11-10T19:56:12+00:00;40;
2025-11-10T19:58:13+00:00;41;
2025-11-10T20:02:13+00:00;42;
2025-11-10T20:11:33+00:00;41;
2025-11-10T20:14:33+00:00;39;
2025-11-10T20:17:33+00:00;37;
2025-11-10T20:20:33+00:00;35;
2025-11-10T20:21:33+00:00;34;
2025-11-10T20:23:33+00:00;32;
2025-11-10T20:27:33+00:00;29;
2025-11-10T20:29:34+00:00;27;
2025-11-10T20:33:33+00:00;24;
2025-11-10T20:35:33+00:00;24;
2025-11-10T20:36:33+00:00;22;
2025-11-10T20:40:33+00:00;20;
2025-11-10T21:15:54+00:00;21;
2025-11-10T21:18:54+00:00;23;
2025-11-10T21:20:54+00:00;24;
2025-11-10T21:23:07+00:00;26;
2025-11-10T21:24:54+00:00;27;
2025-11-10T21:28:54+00:00;30;
2025-11-10T21:30:54+00:00;32;
2025-11-10T21:32:54+00:00;34;
2025-11-10T21:35:54+00:00;36;
2025-11-10T21:37:54+00:00;37;
2025-11-10T21:41:53+00:00;39;
2025-11-10T21:44:53+00:00;40;
2025-11-10T21:50:54+00:00;42;
2025-11-10T22:04:17+00:00;41;
2025-11-10T22:12:15+00:00;39;
2025-11-10T22:15:16+00:00;38;
2025-11-10T22:20:15+00:00;36;
2025-11-10T22:24:15+00:00;36;
2025-11-10T22:30:15+00:00;33;
2025-11-10T22:42:15+00:00;31;
2025-11-10T22:47:14+00:00;32;
2025-11-10T22:51:14+00:00;33;
2025-11-10T22:57:14+00:00;35;
2025-11-10T23:00:15+00:00;36;
2025-11-10T23:02:18+00:00;34;
2025-11-10T23:03:36+00:00;33;
2025-11-10T23:05:36+00:00;32;
2025-11-10T23:07:36+00:00;29;
2025-11-10T23:10:36+00:00;27;
2025-11-10T23:11:36+00:00;26;
2025-11-10T23:14:36+00:00;22;
2025-11-10T23:16:37+00:00;20;
2025-11-11T00:22:57+00:00;21;
2025-11-11T00:27:57+00:00;23;
2025-11-11T00:29:56+00:00;24;
2025-11-11T00:33:57+00:00;26;
2025-11-11T00:37:57+00:00;28;
2025-11-11T00:39:56+00:00;29;
2025-11-11T00:43:56+00:00;31;
2025-11-11T00:45:56+00:00;32;
2025-11-11T00:47:57+00:00;33;
2025-11-11T00:51:56+00:00;35;
2025-11-11T00:53:56+00:00;36;
2025-11-11T00:57:57+00:00;38;
2025-11-11T01:04:18+00:00;40;
2025-11-11T01:12:19+00:00;41;
2025-11-11T01:24:17+00:00;39;
2025-11-11T01:46:18+00:00;40;
2025-11-11T01:53:18+00:00;42;
2025-11-11T02:03:40+00:00;44;
2025-11-11T02:10:39+00:00;45;
2025-11-11T02:17:39+00:00;47;
2025-11-11T02:24:40+00:00;48;
2025-11-11T02:34:39+00:00;47;
2025-11-11T02:58:39+00:00;49;
2025-11-11T03:05:01+00:00;51;
2025-11-11T03:08:01+00:00;52;
2025-11-11T03:15:59+00:00;54;
2025-11-11T03:19:59+00:00;56;
2025-11-11T03:22:59+00:00;56;
2025-11-11T03:28:59+00:00;58;
2025-11-11T03:45:02+00:00;56;
2025-11-11T03:49:00+00:00;55;
2025-11-11T03:54:59+00:00;54;
2025-11-11T03:56:20+00:00;53;
2025-11-11T04:00:21+00:00;53;
2025-11-11T04:00:22+00:00;90;
2025-11-11T04:08:18+00:00;84;
2025-11-11T04:17:06+00:00;52;
2025-11-11T04:21:20+00:00;53;
2025-11-11T04:24:20+00:00;56;
2025-11-11T04:25:20+00:00;57;
2025-11-11T04:28:20+00:00;60;
2025-11-11T04:29:20+00:00;61;
2025-11-11T04:32:20+00:00;64;
2025-11-11T04:35:20+00:00;67;
2025-11-11T04:36:20+00:00;68;
2025-11-11T04:38:15+00:00;0;
2025-11-11T04:52:19+00:00;0;
2025-11-11T04:52:20+00:00;70;
2025-11-11T04:53:20+00:00;71;
2025-11-11T04:56:20+00:00;74;
2025-11-11T04:58:20+00:00;76;
2025-11-11T04:59:20+00:00;77;
2025-11-11T05:00:21+00:00;78;
2025-11-11T05:03:41+00:00;81;
2025-11-11T05:05:41+00:00;82;
2025-11-11T05:15:41+00:00;80;
2025-11-11T05:19:41+00:00;77;
2025-11-11T05:20:41+00:00;76;
2025-11-11T05:23:41+00:00;73;
2025-11-11T05:24:41+00:00;73;
2025-11-11T05:27:41+00:00;69;
2025-11-11T05:30:41+00:00;66;
2025-11-11T05:32:41+00:00;64;
2025-11-11T05:33:41+00:00;64;
2025-11-11T05:36:41+00:00;60;
2025-11-11T05:37:41+00:00;59;
2025-11-11T05:40:41+00:00;56;
2025-11-11T05:42:42+00:00;54;
2025-11-11T05:44:41+00:00;53;
2025-11-11T05:47:38+00:00;1;
2025-11-11T07:26:22+00:00;1;
2025-11-11T07:26:23+00:00;36;
2025-11-11T07:33:23+00:00;35;
2025-11-11T07:39:22+00:00;33;
2025-11-11T07:43:22+00:00;30;
2025-11-11T07:45:22+00:00;29;
2025-11-11T07:47:22+00:00;28;
2025-11-11T07:49:22+00:00;26;
2025-11-11T07:52:22+00:00;24;
2025-11-11T07:54:22+00:00;22;
2025-11-11T07:56:22+00:00;22;
2025-11-11T07:57:22+00:00;20;
2025-11-11T08:59:09+00:00;22;
2025-11-11T09:08:05+00:00;24;
2025-11-11T09:45:04+00:00;24;
2025-11-11T09:52:04+00:00;24;
2025-11-11T10:07:26+00:00;22;
2025-11-11T10:15:26+00:00;20;
2025-11-11T11:49:08+00:00;20;
2025-11-11T11:49:09+00:00;65;
2025-11-11T12:07:12+00:00;1;
2025-11-11T14:04:59+00:00;1;
2025-11-11T14:05:00+00:00;91;
2025-11-11T14:21:02+00:00;79;
2025-11-11T14:26:43+00:00;0;
2025-11-11T17:06:08+00:00;0;
2025-11-11T17:06:09+00:00;90;
2025-11-11T17:31:42+00:00;0;
2025-11-11T17:46:31+00:00;0;
2025-11-11T17:46:32+00:00;90;
2025-11-11T18:06:03+00:00;20;
2025-11-11T18:20:12+00:00;21;
2025-11-11T18:21:12+00:00;22;
2025-11-11T18:24:12+00:00;25;
2025-11-11T18:25:12+00:00;26;
2025-11-11T18:28:12+00:00;29;
2025-11-11T18:30:00+00:00;29;
2025-11-11T18:30:01+00:00;90;
2025-11-11T18:38:12+00:00;90;
2025-11-11T18:40:27+00:00;91;
2025-11-11T19:11:18+00:00;90;
2025-11-11T19:12:20+00:00;91;
2025-11-11T19:19:10+00:00;79;
2025-11-11T19:31:08+00:00;30;
2025-11-11T19:35:33+00:00;31;
2025-11-11T19:37:33+00:00;33;
2025-11-11T19:38:34+00:00;34;
2025-11-11T19:39:33+00:00;35;
2025-11-11T19:43:33+00:00;40;
2025-11-11T19:44:33+00:00;40;
2025-11-11T19:46:33+00:00;42;
2025-11-11T19:48:34+00:00;44;
2025-11-11T19:49:33+00:00;45;
2025-11-11T19:51:33+00:00;47;
2025-11-11T19:54:33+00:00;50;
2025-11-11T19:55:54+00:00;52;
2025-11-11T19:57:54+00:00;54;
2025-11-11T19:58:54+00:00;55;
2025-11-11T20:00:54+00:00;57;
2025-11-11T20:02:54+00:00;59;
2025-11-11T20:04:54+00:00;61;
2025-11-11T20:05:54+00:00;62;
2025-11-11T20:07:54+00:00;64;
2025-11-11T20:09:54+00:00;66;
2025-11-11T20:10:54+00:00;67;
2025-11-11T20:14:54+00:00;71;
2025-11-11T20:15:54+00:00;72;
2025-11-11T20:17:54+00:00;74;
2025-11-11T20:19:54+00:00;76;
2025-11-11T20:22:54+00:00;80;
2025-11-11T20:23:54+00:00;80;
2025-11-11T20:24:54+00:00;81;
2025-11-11T20:27:54+00:00;84;
2025-11-11T20:31:56+00:00;0;
2025-11-11T20:40:53+00:00;0;
2025-11-11T20:40:54+00:00;90;
2025-11-11T20:41:54+00:00;90;
2025-11-11T20:43:54+00:00;92;
2025-11-11T20:45:54+00:00;94;
2025-11-11T20:46:54+00:00;95;
2025-11-11T20:50:54+00:00;99;
2025-11-11T20:52:55+00:00;100;
2025-11-11T20:55:14+00:00;102;
2025-11-11T20:56:17+00:00;104;
2025-11-11T20:58:14+00:00;104;
2025-11-11T21:06:15+00:00;100;
2025-11-11T21:13:16+00:00;100;
2025-11-11T21:22:59+00:00;0;
2025-11-11T21:30:51+00:00;0;
2025-11-11T21:30:52+00:00;101;
2025-11-11T21:43:15+00:00;100;
2025-11-11T21:47:15+00:00;96;
2025-11-11T21:48:16+00:00;96;
2025-11-11T21:52:14+00:00;91;
2025-11-11T21:54:32+00:00;89;
2025-11-11T21:56:35+00:00;87;
2025-11-11T21:58:36+00:00;85;
2025-11-11T21:59:35+00:00;84;
2025-11-11T22:00:36+00:00;83;
2025-11-11T22:03:36+00:00;80;
2025-11-11T22:04:36+00:00;80;
2025-11-11T22:07:36+00:00;76;
2025-11-11T22:10:36+00:00;73;
2025-11-11T22:11:36+00:00;73;
2025-11-11T22:13:36+00:00;70;
2025-11-11T22:16:36+00:00;67;
2025-11-11T22:19:37+00:00;64;
2025-11-11T22:21:36+00:00;62;
2025-11-11T22:24:17+00:00;0;
2025-11-12T04:00:27+00:00;0;
2025-11-12T04:00:28+00:00;90;
2025-11-12T04:19:08+00:00;40;
2025-11-12T04:34:42+00:00;39;
2025-11-12T04:39:41+00:00;38;
2025-11-12T04:41:42+00:00;36;
2025-11-12T04:44:42+00:00;34;
2025-11-12T04:49:41+00:00;31;
2025-11-12T04:51:42+00:00;30;
2025-11-12T04:53:02+00:00;29;
2025-11-12T04:56:02+00:00;27;
2025-11-12T05:00:02+00:00;26;
2025-11-12T05:01:05+00:00;24;
2025-11-12T05:06:02+00:00;21;
2025-11-12T05:08:03+00:00;20;
2025-11-12T07:00:45+00:00;1;
Wed Nov 12 2025 09:22:24 GMT+0100 (Central European Standard Time);1;
