timestamp;[Time factor add heat][][43081];
2025-11-25T01:49:49+00:00;229.3;
2025-11-25T02:21:30+00:00;229.4;
2025-11-25T02:52:30+00:00;229.5;
2025-11-25T03:24:12+00:00;229.6;
2025-11-25T03:56:12+00:00;229.7;
2025-11-25T04:28:58+00:00;229.8;
2025-11-25T05:01:01+00:00;229.9;
2025-11-25T05:41:24+00:00;230.0;
Tue Nov 25 2025 07:20:40 GMT+0100 (Central European Standard Time);230.0;
