timestamp;[Current (BE2)][A][40081];
2025-11-10T08:08:00+00:00;0.0;
2025-11-13T09:20:58+00:00;0.0;
Fri Nov 21 2025 08:48:21 GMT+0100 (Central European Standard Time);0.0;
