timestamp;[Current com­pressor fre­quency][Hz][41778];
2025-11-24T11:44:19+00:00;59;
2025-11-24T11:46:19+00:00;59;
2025-11-24T11:48:40+00:00;56;
2025-11-24T11:50:40+00:00;53;
2025-11-24T11:51:40+00:00;52;
2025-11-24T11:53:40+00:00;50;
2025-11-24T11:55:39+00:00;50;
2025-11-24T11:57:39+00:00;47;
2025-11-24T11:59:40+00:00;46;
2025-11-24T12:00:40+00:00;45;
2025-11-24T12:01:40+00:00;44;
2025-11-24T12:03:41+00:00;44;
2025-11-24T12:05:40+00:00;42;
2025-11-24T12:06:41+00:00;41;
2025-11-24T12:08:40+00:00;40;
2025-11-24T12:10:40+00:00;39;
2025-11-24T12:12:40+00:00;38;
2025-11-24T12:15:40+00:00;37;
2025-11-24T12:18:40+00:00;36;
2025-11-24T12:21:40+00:00;35;
2025-11-24T12:27:40+00:00;34;
2025-11-24T12:36:41+00:00;33;
2025-11-24T12:41:40+00:00;34;
2025-11-24T12:54:00+00:00;35;
2025-11-24T12:59:00+00:00;36;
2025-11-24T13:04:01+00:00;37;
2025-11-24T13:09:01+00:00;38;
2025-11-24T13:14:01+00:00;39;
2025-11-24T13:18:01+00:00;40;
2025-11-24T13:22:02+00:00;41;
2025-11-24T13:26:01+00:00;42;
2025-11-24T13:30:01+00:00;43;
2025-11-24T13:35:01+00:00;44;
2025-11-24T13:39:03+00:00;45;
2025-11-24T13:45:00+00:00;46;
2025-11-24T13:53:22+00:00;47;
2025-11-24T14:00:18+00:00;47;
2025-11-24T14:00:19+00:00;80;
2025-11-24T14:12:46+00:00;1;
2025-11-24T14:23:00+00:00;1;
2025-11-24T14:23:01+00:00;80;
2025-11-24T14:32:54+00:00;75;
2025-11-24T14:37:13+00:00;47;
2025-11-24T14:42:21+00:00;49;
2025-11-24T14:43:21+00:00;50;
2025-11-24T14:45:21+00:00;52;
2025-11-24T14:46:21+00:00;53;
2025-11-24T14:47:33+00:00;54;
2025-11-24T14:47:44+00:00;56;
2025-11-24T14:49:42+00:00;56;
2025-11-24T14:51:42+00:00;58;
2025-11-24T14:52:42+00:00;59;
2025-11-24T14:54:42+00:00;60;
2025-11-24T14:55:42+00:00;61;
2025-11-24T14:58:42+00:00;63;
2025-11-24T15:01:43+00:00;64;
2025-11-24T15:04:37+00:00;66;
2025-11-24T15:21:42+00:00;64;
2025-11-24T15:27:45+00:00;63;
2025-11-24T15:33:42+00:00;62;
2025-11-24T15:39:42+00:00;61;
2025-11-24T15:44:43+00:00;60;
2025-11-24T15:49:04+00:00;59;
2025-11-24T15:52:05+00:00;58;
2025-11-24T15:55:03+00:00;58;
2025-11-24T15:58:03+00:00;56;
2025-11-24T16:01:03+00:00;55;
2025-11-24T16:05:03+00:00;54;
2025-11-24T16:08:03+00:00;54;
2025-11-24T16:13:04+00:00;52;
2025-11-24T16:13:48+00:00;0;
2025-11-24T16:23:03+00:00;0;
2025-11-24T16:23:04+00:00;50;
2025-11-24T16:24:03+00:00;49;
2025-11-24T16:25:03+00:00;48;
2025-11-24T16:27:03+00:00;46;
2025-11-24T16:28:03+00:00;45;
2025-11-24T16:29:03+00:00;44;
2025-11-24T16:31:03+00:00;42;
2025-11-24T16:32:03+00:00;41;
2025-11-24T16:33:04+00:00;40;
2025-11-24T16:34:03+00:00;39;
2025-11-24T16:35:03+00:00;38;
2025-11-24T16:38:03+00:00;35;
2025-11-24T16:39:03+00:00;34;
2025-11-24T16:41:03+00:00;32;
2025-11-24T16:42:03+00:00;32;
2025-11-24T16:43:03+00:00;31;
2025-11-24T16:44:03+00:00;29;
2025-11-24T16:45:03+00:00;28;
2025-11-24T16:46:03+00:00;28;
2025-11-24T16:48:23+00:00;25;
2025-11-24T16:49:23+00:00;24;
2025-11-24T16:50:28+00:00;0;
2025-11-24T16:58:20+00:00;0;
2025-11-24T16:58:21+00:00;80;
2025-11-24T18:03:30+00:00;1;
2025-11-24T18:11:27+00:00;1;
2025-11-24T18:11:28+00:00;80;
2025-11-24T18:48:11+00:00;75;
2025-11-24T18:52:11+00:00;70;
2025-11-24T18:56:12+00:00;65;
2025-11-24T18:59:50+00:00;28;
2025-11-24T18:59:56+00:00;22;
2025-11-24T19:04:05+00:00;23;
2025-11-24T19:05:05+00:00;24;
2025-11-24T19:06:05+00:00;25;
2025-11-24T19:08:05+00:00;27;
2025-11-24T19:09:05+00:00;28;
2025-11-24T19:11:05+00:00;30;
2025-11-24T19:12:05+00:00;31;
2025-11-24T19:13:05+00:00;32;
2025-11-24T19:14:06+00:00;33;
2025-11-24T19:15:05+00:00;34;
2025-11-24T19:16:05+00:00;35;
2025-11-24T19:18:05+00:00;37;
2025-11-24T19:19:05+00:00;38;
2025-11-24T19:21:05+00:00;40;
2025-11-24T19:22:05+00:00;41;
2025-11-24T19:23:05+00:00;42;
2025-11-24T19:24:06+00:00;43;
2025-11-24T19:25:05+00:00;44;
2025-11-24T19:26:05+00:00;45;
2025-11-24T19:28:05+00:00;47;
2025-11-24T19:29:05+00:00;48;
2025-11-24T19:30:05+00:00;49;
2025-11-24T19:32:05+00:00;51;
2025-11-24T19:33:05+00:00;52;
2025-11-24T19:35:05+00:00;54;
2025-11-24T19:36:05+00:00;55;
2025-11-24T19:37:05+00:00;56;
2025-11-24T19:39:05+00:00;58;
2025-11-24T19:40:05+00:00;59;
2025-11-24T19:42:04+00:00;61;
2025-11-24T19:43:04+00:00;62;
2025-11-24T19:45:04+00:00;64;
2025-11-24T19:47:25+00:00;66;
2025-11-24T19:49:25+00:00;68;
2025-11-24T19:50:25+00:00;69;
2025-11-24T19:52:25+00:00;71;
2025-11-24T19:53:25+00:00;72;
2025-11-24T19:55:26+00:00;74;
2025-11-24T19:56:25+00:00;75;
2025-11-24T19:57:25+00:00;76;
2025-11-24T19:59:25+00:00;78;
2025-11-24T20:00:26+00:00;79;
2025-11-24T20:01:26+00:00;80;
2025-11-24T20:02:26+00:00;81;
2025-11-24T20:03:26+00:00;82;
2025-11-24T20:04:26+00:00;83;
2025-11-24T20:05:27+00:00;84;
2025-11-24T20:06:26+00:00;85;
2025-11-24T20:07:26+00:00;86;
2025-11-24T20:09:26+00:00;88;
2025-11-24T20:10:26+00:00;89;
2025-11-24T20:11:26+00:00;90;
2025-11-24T20:13:26+00:00;92;
2025-11-24T20:15:22+00:00;90;
2025-11-24T20:41:46+00:00;0;
2025-11-24T20:50:13+00:00;0;
2025-11-24T20:50:14+00:00;90;
2025-11-24T21:05:47+00:00;91;
2025-11-24T21:07:46+00:00;93;
2025-11-24T21:10:18+00:00;89;
2025-11-24T21:10:34+00:00;88;
2025-11-24T21:58:51+00:00;0;
2025-11-24T22:05:56+00:00;0;
2025-11-24T22:05:57+00:00;88;
2025-11-24T22:21:07+00:00;89;
2025-11-24T22:22:07+00:00;90;
2025-11-24T22:23:07+00:00;91;
2025-11-24T22:24:07+00:00;92;
2025-11-24T22:26:07+00:00;94;
2025-11-24T22:29:02+00:00;89;
2025-11-24T23:14:34+00:00;0;
2025-11-24T23:21:42+00:00;0;
2025-11-24T23:21:43+00:00;90;
2025-11-24T23:36:31+00:00;91;
2025-11-24T23:39:55+00:00;88;
2025-11-25T00:33:18+00:00;0;
2025-11-25T00:40:49+00:00;0;
2025-11-25T00:40:50+00:00;88;
2025-11-25T00:57:12+00:00;88;
2025-11-25T00:57:13+00:00;97;
2025-11-25T01:00:28+00:00;86;
2025-11-25T02:02:37+00:00;0;
2025-11-25T02:09:37+00:00;0;
2025-11-25T02:09:38+00:00;86;
2025-11-25T02:28:37+00:00;86;
2025-11-25T02:28:38+00:00;95;
2025-11-25T02:29:41+00:00;91;
2025-11-25T03:24:52+00:00;0;
2025-11-25T03:31:52+00:00;0;
2025-11-25T03:31:53+00:00;91;
2025-11-25T03:48:14+00:00;91;
2025-11-25T03:48:15+00:00;101;
2025-11-25T03:52:28+00:00;94;
2025-11-25T04:00:05+00:00;90;
2025-11-25T04:04:32+00:00;85;
2025-11-25T04:08:32+00:00;79;
2025-11-25T04:12:33+00:00;74;
2025-11-25T04:19:14+00:00;74;
2025-11-25T04:19:15+00:00;84;
2025-11-25T04:21:14+00:00;84;
2025-11-25T04:21:15+00:00;94;
2025-11-25T04:29:15+00:00;99;
2025-11-25T04:33:05+00:00;92;
2025-11-25T04:51:13+00:00;0;
2025-11-25T04:58:12+00:00;0;
2025-11-25T04:58:13+00:00;92;
2025-11-25T05:14:35+00:00;92;
2025-11-25T05:14:36+00:00;102;
2025-11-25T05:19:04+00:00;94;
2025-11-25T06:06:20+00:00;0;
2025-11-25T06:13:29+00:00;0;
2025-11-25T06:13:30+00:00;94;
Tue Nov 25 2025 07:19:06 GMT+0100 (Central European Standard Time);94;
