timestamp;[Hot water top (BT7)][°C][40013];
2025-11-14T13:05:21+00:00;45.5;
2025-11-14T13:27:09+00:00;46.0;
2025-11-14T13:29:23+00:00;46.5;
2025-11-14T14:05:47+00:00;47.0;
2025-11-14T14:08:06+00:00;47.5;
2025-11-14T14:10:13+00:00;48.0;
2025-11-14T14:11:55+00:00;48.5;
2025-11-14T14:13:43+00:00;49.0;
2025-11-14T14:15:34+00:00;49.5;
2025-11-14T14:17:20+00:00;50.0;
2025-11-14T14:19:31+00:00;50.5;
2025-11-14T14:21:30+00:00;51.0;
2025-11-14T14:22:55+00:00;51.5;
2025-11-14T14:24:51+00:00;52.0;
2025-11-14T14:26:45+00:00;52.5;
2025-11-14T16:11:55+00:00;52.0;
2025-11-14T17:34:06+00:00;51.5;
2025-11-14T17:50:25+00:00;51.0;
2025-11-14T17:56:00+00:00;50.5;
2025-11-14T18:01:40+00:00;50.0;
2025-11-14T18:04:54+00:00;49.5;
2025-11-14T18:44:08+00:00;49.0;
2025-11-14T18:48:32+00:00;49.5;
2025-11-14T18:50:30+00:00;50.0;
2025-11-14T18:53:03+00:00;50.5;
2025-11-14T18:54:59+00:00;51.0;
2025-11-14T18:56:30+00:00;51.5;
2025-11-14T18:58:44+00:00;52.0;
2025-11-14T19:00:42+00:00;52.5;
2025-11-14T20:30:32+00:00;52.0;
2025-11-14T22:34:42+00:00;51.5;
2025-11-14T23:57:34+00:00;51.0;
2025-11-15T01:10:51+00:00;50.5;
2025-11-15T02:42:58+00:00;50.0;
2025-11-15T04:10:33+00:00;50.5;
2025-11-15T04:13:10+00:00;51.0;
2025-11-15T04:15:31+00:00;51.5;
2025-11-15T04:17:38+00:00;52.0;
2025-11-15T04:19:20+00:00;52.5;
2025-11-15T06:07:19+00:00;52.0;
2025-11-15T06:41:11+00:00;51.5;
2025-11-15T06:58:58+00:00;51.0;
2025-11-15T07:19:18+00:00;50.5;
2025-11-15T07:22:56+00:00;50.0;
2025-11-15T07:29:25+00:00;49.5;
2025-11-15T07:44:39+00:00;50.0;
2025-11-15T07:46:48+00:00;50.5;
2025-11-15T07:49:05+00:00;51.0;
2025-11-15T07:51:22+00:00;51.5;
2025-11-15T07:54:03+00:00;52.0;
2025-11-15T07:56:51+00:00;52.5;
2025-11-15T08:49:39+00:00;52.0;
2025-11-15T10:06:16+00:00;51.5;
2025-11-15T10:34:08+00:00;52.0;
2025-11-15T10:37:57+00:00;52.5;
2025-11-15T10:39:31+00:00;53.0;
2025-11-15T11:26:48+00:00;52.5;
2025-11-15T12:44:22+00:00;52.0;
2025-11-15T13:32:55+00:00;51.5;
2025-11-15T14:31:10+00:00;52.0;
2025-11-15T14:34:00+00:00;52.5;
2025-11-15T16:19:42+00:00;52.0;
2025-11-15T17:47:01+00:00;51.5;
2025-11-15T18:53:12+00:00;51.0;
2025-11-15T19:45:31+00:00;51.5;
2025-11-15T19:49:57+00:00;51.0;
2025-11-15T20:09:31+00:00;50.5;
2025-11-15T20:35:51+00:00;50.0;
2025-11-15T21:24:16+00:00;49.5;
2025-11-15T22:27:13+00:00;49.0;
2025-11-15T23:43:01+00:00;48.5;
2025-11-16T01:04:53+00:00;48.0;
2025-11-16T02:34:46+00:00;47.5;
2025-11-16T03:46:22+00:00;47.0;
2025-11-16T04:05:23+00:00;47.5;
2025-11-16T04:08:13+00:00;48.0;
2025-11-16T04:13:32+00:00;48.5;
2025-11-16T04:16:49+00:00;49.0;
2025-11-16T04:18:55+00:00;49.5;
2025-11-16T04:21:04+00:00;50.0;
2025-11-16T04:24:05+00:00;50.5;
2025-11-16T04:26:21+00:00;51.0;
2025-11-16T04:28:20+00:00;51.5;
2025-11-16T04:29:58+00:00;52.0;
2025-11-16T04:32:49+00:00;52.5;
2025-11-16T05:30:39+00:00;52.0;
2025-11-16T06:47:36+00:00;51.5;
2025-11-16T07:15:32+00:00;51.0;
2025-11-16T07:40:09+00:00;50.5;
2025-11-16T08:11:13+00:00;50.0;
2025-11-16T08:26:52+00:00;49.5;
2025-11-16T08:39:29+00:00;49.0;
2025-11-16T08:44:36+00:00;48.5;
2025-11-16T08:54:06+00:00;48.0;
2025-11-16T09:04:07+00:00;47.5;
2025-11-16T09:11:47+00:00;47.0;
2025-11-16T09:23:27+00:00;46.5;
2025-11-16T09:56:43+00:00;46.0;
2025-11-16T11:56:16+00:00;45.5;
2025-11-16T14:02:02+00:00;45.0;
2025-11-16T14:05:00+00:00;45.5;
2025-11-16T14:06:55+00:00;46.0;
2025-11-16T14:09:39+00:00;46.5;
2025-11-16T14:11:43+00:00;47.0;
2025-11-16T14:13:32+00:00;47.5;
2025-11-16T14:15:14+00:00;48.0;
2025-11-16T14:17:39+00:00;48.5;
2025-11-16T14:18:39+00:00;49.0;
2025-11-16T14:20:57+00:00;49.5;
2025-11-16T14:23:10+00:00;50.0;
2025-11-16T14:25:08+00:00;50.5;
2025-11-16T14:27:23+00:00;51.0;
2025-11-16T14:28:46+00:00;51.5;
2025-11-16T14:31:05+00:00;52.0;
2025-11-16T14:32:41+00:00;52.5;
2025-11-16T15:19:56+00:00;52.0;
2025-11-16T15:40:25+00:00;51.5;
2025-11-16T15:56:49+00:00;51.0;
2025-11-16T15:59:29+00:00;50.5;
2025-11-16T16:01:15+00:00;50.0;
2025-11-16T16:02:27+00:00;49.5;
2025-11-16T16:03:48+00:00;49.0;
2025-11-16T16:04:54+00:00;48.5;
2025-11-16T16:06:14+00:00;48.0;
2025-11-16T16:08:19+00:00;47.5;
2025-11-16T16:10:35+00:00;47.0;
2025-11-16T16:15:16+00:00;46.5;
2025-11-16T16:28:12+00:00;47.0;
2025-11-16T16:39:08+00:00;47.5;
2025-11-16T17:11:07+00:00;47.0;
2025-11-16T17:24:12+00:00;47.5;
2025-11-16T17:27:55+00:00;47.0;
2025-11-16T17:42:51+00:00;47.5;
2025-11-16T17:48:03+00:00;48.0;
2025-11-16T17:58:11+00:00;48.5;
2025-11-16T18:02:44+00:00;49.0;
2025-11-16T18:04:35+00:00;49.5;
2025-11-16T18:07:12+00:00;50.0;
2025-11-16T18:10:05+00:00;50.5;
2025-11-16T18:12:45+00:00;51.0;
2025-11-16T18:15:02+00:00;51.5;
2025-11-16T18:17:25+00:00;52.0;
2025-11-16T18:19:55+00:00;52.5;
2025-11-16T21:02:03+00:00;52.0;
2025-11-16T22:52:33+00:00;51.5;
2025-11-17T00:20:13+00:00;51.0;
2025-11-17T01:35:31+00:00;50.5;
2025-11-17T02:05:14+00:00;51.0;
2025-11-17T02:08:25+00:00;51.5;
2025-11-17T02:11:00+00:00;52.0;
2025-11-17T02:13:10+00:00;52.5;
2025-11-17T02:14:51+00:00;53.0;
2025-11-17T02:16:58+00:00;53.5;
2025-11-17T02:19:31+00:00;54.0;
2025-11-17T02:27:02+00:00;54.5;
2025-11-17T02:31:37+00:00;55.0;
2025-11-17T02:33:46+00:00;55.5;
2025-11-17T02:36:14+00:00;56.0;
2025-11-17T02:38:32+00:00;56.5;
2025-11-17T02:39:58+00:00;57.0;
2025-11-17T02:42:18+00:00;57.5;
2025-11-17T02:44:00+00:00;58.0;
2025-11-17T02:45:57+00:00;58.5;
2025-11-17T02:48:23+00:00;59.0;
2025-11-17T02:50:35+00:00;59.5;
2025-11-17T02:53:03+00:00;60.0;
2025-11-17T02:55:31+00:00;60.5;
2025-11-17T02:57:02+00:00;61.0;
2025-11-17T02:59:56+00:00;61.5;
2025-11-17T04:13:58+00:00;61.0;
2025-11-17T05:33:25+00:00;60.5;
2025-11-17T06:58:24+00:00;60.0;
2025-11-17T07:44:52+00:00;59.5;
2025-11-17T08:28:54+00:00;59.0;
2025-11-17T09:18:31+00:00;58.5;
2025-11-17T09:54:26+00:00;58.0;
2025-11-17T10:36:04+00:00;57.5;
2025-11-17T11:14:33+00:00;57.0;
2025-11-17T11:45:35+00:00;56.5;
2025-11-17T12:31:15+00:00;56.0;
2025-11-17T13:07:37+00:00;55.5;
2025-11-17T13:28:50+00:00;55.0;
2025-11-17T13:51:28+00:00;54.5;
2025-11-17T14:22:21+00:00;54.0;
2025-11-17T14:38:51+00:00;53.5;
2025-11-17T15:02:02+00:00;53.0;
2025-11-17T15:41:25+00:00;52.5;
2025-11-17T17:04:36+00:00;52.0;
2025-11-17T17:38:18+00:00;51.5;
2025-11-17T17:41:36+00:00;51.0;
2025-11-17T17:43:30+00:00;50.5;
2025-11-17T17:46:24+00:00;50.0;
2025-11-17T17:50:03+00:00;49.5;
2025-11-17T17:51:31+00:00;49.0;
2025-11-17T17:52:44+00:00;48.5;
2025-11-17T17:53:50+00:00;48.0;
2025-11-17T17:55:20+00:00;47.5;
2025-11-17T18:20:12+00:00;47.0;
2025-11-17T18:22:46+00:00;46.5;
2025-11-17T18:26:37+00:00;46.0;
2025-11-17T18:49:55+00:00;46.5;
2025-11-17T18:52:12+00:00;47.0;
2025-11-17T18:55:14+00:00;47.5;
2025-11-17T18:57:30+00:00;48.0;
2025-11-17T18:59:48+00:00;48.5;
2025-11-17T19:01:29+00:00;49.0;
2025-11-17T19:03:55+00:00;49.5;
2025-11-17T19:05:37+00:00;50.0;
2025-11-17T19:08:24+00:00;50.5;
2025-11-17T19:10:58+00:00;51.0;
2025-11-17T19:12:20+00:00;51.5;
2025-11-17T19:14:46+00:00;52.0;
2025-11-17T19:16:55+00:00;52.5;
2025-11-17T20:39:06+00:00;52.0;
2025-11-17T22:21:10+00:00;51.5;
2025-11-17T23:40:44+00:00;51.0;
2025-11-18T01:42:45+00:00;50.5;
2025-11-18T03:35:44+00:00;50.0;
2025-11-18T04:06:21+00:00;50.5;
2025-11-18T04:09:39+00:00;51.0;
2025-11-18T04:11:30+00:00;51.5;
2025-11-18T04:13:43+00:00;52.0;
2025-11-18T04:15:36+00:00;52.5;
2025-11-18T06:14:52+00:00;52.0;
2025-11-18T08:02:13+00:00;51.5;
2025-11-18T09:04:31+00:00;51.0;
2025-11-18T10:38:36+00:00;50.5;
2025-11-18T11:22:25+00:00;50.0;
2025-11-18T12:55:53+00:00;49.5;
2025-11-18T13:44:05+00:00;49.0;
2025-11-18T14:09:13+00:00;49.5;
2025-11-18T14:14:45+00:00;50.0;
2025-11-18T14:17:32+00:00;50.5;
2025-11-18T14:19:56+00:00;51.0;
2025-11-18T14:21:12+00:00;51.5;
2025-11-18T14:23:08+00:00;52.0;
2025-11-18T14:25:14+00:00;52.5;
2025-11-18T16:20:55+00:00;52.0;
2025-11-18T17:20:32+00:00;51.5;
2025-11-18T17:30:30+00:00;51.0;
2025-11-18T17:33:28+00:00;50.0;
2025-11-18T17:34:37+00:00;49.5;
2025-11-18T17:35:38+00:00;49.0;
2025-11-18T17:37:44+00:00;48.5;
2025-11-18T17:47:42+00:00;49.0;
2025-11-18T17:56:32+00:00;48.5;
2025-11-18T18:13:01+00:00;49.0;
2025-11-18T18:25:44+00:00;49.5;
2025-11-18T18:29:02+00:00;50.0;
2025-11-18T18:31:05+00:00;50.5;
2025-11-18T18:34:18+00:00;51.0;
2025-11-18T18:36:17+00:00;51.5;
2025-11-18T18:38:43+00:00;52.0;
2025-11-18T18:40:38+00:00;52.5;
2025-11-18T20:15:01+00:00;52.0;
2025-11-18T22:03:41+00:00;51.5;
2025-11-18T23:35:16+00:00;51.0;
2025-11-19T02:05:13+00:00;50.5;
2025-11-19T03:57:44+00:00;50.0;
2025-11-19T05:50:41+00:00;49.5;
2025-11-19T07:37:14+00:00;49.0;
2025-11-19T08:41:51+00:00;48.5;
2025-11-19T10:19:16+00:00;48.0;
2025-11-19T11:23:24+00:00;47.5;
2025-11-19T13:08:15+00:00;47.0;
2025-11-19T14:07:01+00:00;47.5;
2025-11-19T14:12:00+00:00;48.0;
2025-11-19T14:16:09+00:00;48.5;
2025-11-19T14:17:42+00:00;49.0;
2025-11-19T14:20:21+00:00;49.5;
2025-11-19T14:22:19+00:00;50.0;
2025-11-19T14:24:04+00:00;50.5;
2025-11-19T14:26:23+00:00;51.0;
2025-11-19T14:27:59+00:00;51.5;
2025-11-19T14:30:15+00:00;52.0;
2025-11-19T14:32:32+00:00;52.5;
2025-11-19T16:19:52+00:00;52.0;
2025-11-19T17:42:13+00:00;51.5;
2025-11-19T18:34:36+00:00;52.0;
2025-11-19T18:37:19+00:00;52.5;
2025-11-19T19:25:12+00:00;52.0;
2025-11-19T21:10:40+00:00;51.5;
2025-11-19T22:15:53+00:00;51.0;
2025-11-19T23:22:37+00:00;50.5;
2025-11-20T00:18:23+00:00;50.0;
2025-11-20T00:59:23+00:00;49.5;
2025-11-20T02:04:05+00:00;49.0;
2025-11-20T02:42:00+00:00;48.5;
2025-11-20T03:30:52+00:00;48.0;
2025-11-20T04:14:13+00:00;48.5;
2025-11-20T04:23:31+00:00;49.0;
2025-11-20T04:37:18+00:00;48.5;
2025-11-20T04:41:24+00:00;49.0;
2025-11-20T04:44:12+00:00;49.5;
2025-11-20T04:46:25+00:00;50.0;
2025-11-20T04:49:36+00:00;50.5;
2025-11-20T04:51:36+00:00;51.0;
2025-11-20T04:53:14+00:00;51.5;
2025-11-20T04:55:18+00:00;52.0;
2025-11-20T04:58:21+00:00;52.5;
2025-11-20T06:10:04+00:00;52.0;
2025-11-20T07:50:30+00:00;51.5;
2025-11-20T08:48:29+00:00;51.0;
2025-11-20T10:02:43+00:00;50.5;
2025-11-20T11:16:32+00:00;50.0;
2025-11-20T12:11:45+00:00;49.5;
2025-11-20T13:17:08+00:00;49.0;
2025-11-20T13:58:24+00:00;48.5;
2025-11-20T14:08:55+00:00;49.0;
2025-11-20T14:12:02+00:00;49.5;
2025-11-20T14:27:55+00:00;50.0;
2025-11-20T14:31:31+00:00;50.5;
2025-11-20T14:33:47+00:00;51.0;
2025-11-20T14:35:47+00:00;51.5;
2025-11-20T14:38:11+00:00;52.0;
2025-11-20T14:41:03+00:00;52.5;
2025-11-20T15:23:26+00:00;52.0;
2025-11-20T17:10:44+00:00;51.5;
2025-11-20T17:12:24+00:00;51.0;
2025-11-20T17:15:06+00:00;50.5;
2025-11-20T18:02:25+00:00;51.0;
2025-11-20T18:05:02+00:00;51.5;
2025-11-20T18:07:00+00:00;52.0;
2025-11-20T18:09:29+00:00;52.5;
2025-11-20T19:32:05+00:00;52.0;
2025-11-20T19:58:45+00:00;52.5;
2025-11-20T20:11:39+00:00;52.0;
2025-11-20T20:45:28+00:00;51.5;
2025-11-20T21:21:41+00:00;51.0;
2025-11-20T22:31:01+00:00;50.5;
2025-11-21T00:04:39+00:00;50.0;
2025-11-21T01:27:01+00:00;49.5;
2025-11-21T03:22:53+00:00;49.0;
2025-11-21T04:07:17+00:00;49.5;
2025-11-21T04:11:13+00:00;50.0;
2025-11-21T04:13:36+00:00;50.5;
2025-11-21T04:16:42+00:00;51.0;
2025-11-21T04:18:25+00:00;51.5;
2025-11-21T04:21:04+00:00;52.0;
2025-11-21T04:22:43+00:00;52.5;
2025-11-21T05:56:19+00:00;52.0;
2025-11-21T07:34:59+00:00;51.5;
Fri Nov 21 2025 08:49:13 GMT+0100 (Central European Standard Time);51.5;
